,pathogen-count,pathogen-aggr--log10p:flu,pathogen-aggr--log10p:hrv,pathogen-aggr--log10p:rsv,pathogen-aggr--log10p:piv3,pathogen-aggr--log10p:hucovNL63,pathogen-aggr--log10p:hucovOC43,pathogen-aggr--log10p:hucov229E,pathogen-aggr--log10p:sars2,pathogen-aggr--log10p:mers,mashup:0,mashup:1,mashup:2,mashup:3,mashup:4,mashup:5,mashup:6,mashup:7,mashup:8,mashup:9
RB1CC1,3.0,3.254364331625493,2.0942688640080167,0.4258760926640154,0.7128479588744981,4.120531372431969,0.4214753947250068,4.2285374610519035,0.5484591714280515,1.6459682661637542,-3.0540958621977152,0.016425652829091503,-0.08532952850165389,-0.09966662480197769,-0.2771696365961916,0.07017960217961985,-0.06442780652472925,-0.17741553173005925,-0.009848828808606644,-0.07032632208648401
APCS,1.0,4.9356021058319115,0.2921744316677687,0.4203307064452797,1.0300392315626865,1.201038762119297,0.36062309426434325,2.4370413313453767,0.7502148241677489,0.7016142822746525,-3.0924576019449144,-0.05862489909406538,0.02549412198928068,-0.0031358879356335628,0.050848813539639395,-0.0815704598507624,-0.0036370862435812995,0.10122066716567348,0.004417542616543272,0.1240075387492907
FTSJ1,1.0,5.651840842312522,0.1493231386414048,0.41809583177880333,0.2134260219761732,1.130586384191367,0.4906764836785115,1.423301684363629,0.6488223463157153,0.47324356086303165,-3.1031748154551964,-0.03754200563631648,-0.08908399412981612,-0.01574884462115186,0.06448179442233326,-0.08508789681589196,0.06302225980948935,-0.03233030181476145,-0.0062587057745970105,0.022283353479648705
DLL3,1.0,3.8009996828361405,1.0800228551052815,0.4125247626163353,1.0146004736702094,0.2911373810723873,1.333079734640511,0.6327932185640124,0.3464787643478542,0.4400478411803612,-3.0907837814482266,-0.02679070725563288,0.03214581955046019,-0.008503790378127528,-0.01716113659977636,-0.07345160339599621,0.08305760576944564,0.05577656314884366,0.05667607989606184,0.04291616710606263
TOR1B,1.0,3.4105375308190213,0.3030672647761615,0.409347611514009,0.36527089191866946,0.9964102328108603,0.25833637748533816,0.38311506646535165,1.0830515006401074,0.22121276672078605,-3.1016930879394526,0.0021324747811841613,-0.08571225578283184,-0.03477645878555706,-5.2052423300785824E-5,-0.08235542982862386,0.06189134789338333,0.06576391684871508,-0.020664561469127925,-0.013292567202683896
VPS18,4.0,3.175801217894489,0.5940733743870533,0.40813435773521145,1.5831099698269875,3.1744830079922797,0.4054417199977183,6.610550387319927,2.262378047541249,3.425659637189379,-3.0673233597731193,0.09812884586227752,-0.27481592109330794,-0.4675948325490226,-0.2944155253683401,-0.24452294464122068,-0.27505606940688687,0.030595252457912024,-0.2382386670629289,0.4882406882562402
THG1L,4.0,4.603573685684296,3.29816444074994,0.40643704774102585,1.7061956400806633,6.1333641834230015,1.6878861415473077,5.765457408688471,0.430123021683259,0.5300399624878511,-3.10571360381518,-0.004810326419746514,-0.08921757245981952,-0.023413845873533092,0.020657502517102976,-0.08622217552919088,0.04762217717178203,0.017862055262616378,-0.012127783717535468,0.0012860352582657222
GLRX3,2.0,5.87264532644719,1.2912647538549005,0.3956443261171037,2.1148820077368082,2.0602461918745862,0.8562359853877493,5.656315751168226,0.527799569434398,0.26279891860189136,-3.093092150336882,-0.06601349702202602,-0.032412711538703703,0.004103100915799447,-0.009236723721136807,-0.1304384503965918,0.10586048381188534,0.08269473396826216,0.002465504920512617,0.0014940021427263443
KAT8,1.0,3.114293583551849,0.20087320360011862,0.39390897823304033,0.4310008456509246,1.723952006703136,1.1197525022122803,1.2436225679418305,0.5946536398242911,0.2233542769559325,-3.0803548761074047,-0.20955202542460752,0.12065124776199505,0.11451242573670405,-0.06352314876161591,-0.09429560698936652,-0.018157341362142386,0.048935250858258714,0.014316334689414768,0.16062250999192057
PAPOLA,2.0,6.138670402734947,0.826842879846531,0.39302779449142755,0.7230100106317691,6.610479534153622,1.1125796394773964,2.6574194226183727,0.14414177880378795,0.48881190140582936,-3.0189321446959254,-0.9745596880250423,-0.5802558952593705,-0.008563692062550362,0.8621195989046847,0.9604981126089105,-0.624018467419003,0.33419573273949393,0.044702618863552986,-0.4224565196521393
TMEM204,1.0,3.226182381259567,1.1610816794287306,0.39129215704052944,0.25377070863037127,0.6283780728239786,1.0528506723373627,0.4304388339491962,0.47909744101247875,1.1485139773811976,-3.1060505785961188,0.014845290210650347,-0.05601484255387858,-0.0339749049617931,0.03708757707828648,-0.07094915247125637,0.0398189557381157,0.04218017221708275,-0.011451337346549337,-0.015614517669074613
NUS1,2.0,3.6014236798661123,0.49226553192773703,0.3847971987845915,0.6015912063858343,1.5236466774049868,0.18143762554374135,1.474022785558932,0.5345427894242871,11.723700878731997,-3.1008335703612375,0.010930326864316383,-0.07374556807039155,-0.055681106009956925,0.03316979142658543,-0.10639713201462829,0.03603479117282687,0.06300148351070167,0.04231422259468915,-0.025770028365863885
C2CD5,1.0,3.257471182418451,1.615682435008736,0.37917711585556796,0.4149003926259357,0.1929658493094353,1.0325737181629304,0.20466927810895696,0.7297405244733757,0.5281857819567732,-3.0769601933236475,0.14832860228389055,-0.12932886811609834,-0.26049070521671486,-0.09946884893086312,-0.02889421523208747,-0.1504165144129439,0.046150613584597315,0.08277513233159067,0.10782863017370783
MRPS7,1.0,3.796999840686604,0.1965701993289154,0.3737931242562767,0.2377266667552462,1.332491012727425,2.2284345650834645,0.3940703640031536,1.1798576769206683,0.9136783375444937,-3.0951574337072705,-0.019257500575338232,-0.22120368295607798,-0.05108616696847583,0.10216534545470085,-0.3360793577065631,0.1871343320250117,0.14603385271104782,-0.11205422318983875,-0.08798816067014002
TREH,1.0,3.275048449122224,0.5834759857313472,0.350723570484785,2.183049820697717,0.7661665851155659,1.3112599149374133,1.6745048614357358,1.7376438484013077,0.06557933192050967,-3.1065282744485505,-0.006465464810912663,-0.08150391076883494,-0.020678029789675166,0.024937953833654186,-0.09439329910950933,0.04246299375486811,0.0536939699772671,-0.020914270351748677,-0.006833676426398204
DDX6,3.0,3.7004570219121993,0.2878303074473458,0.34623772798767066,1.5242561932518741,5.911509529817604,0.8004093593963066,1.033689277426062,0.639274084358045,7.714744585919251,-3.087844268307239,-0.19460118682683877,-0.21035899942999797,-0.022631166553514215,0.21169989844054424,0.11663760625081405,-0.0129414759484344,-0.01832672811660463,0.012348264547225173,-0.09281903310284323
AP3B1,1.0,4.0614004137490864,0.28464858715847946,0.3457368004637105,2.5748408954002957,1.9749400314004213,0.4330560281434463,1.1131202761158399,1.0156932652494328,0.5812620818212297,-3.0806459440127933,0.041341683127368654,-0.10068077029440507,-0.04390847844554939,-0.05921376585376823,-0.03985406416760102,-0.13225235367436902,0.07474864365264727,-0.06866625156476311,0.16767756576444054
MIPEP,1.0,4.574237268648507,0.23506209139753526,0.34071146193542273,0.5186433789208701,1.7989034349605333,0.9374932247913171,0.31567538597230776,0.4851070739491998,1.0315405509991054,-3.099866331332027,-0.012896708571453131,-0.03981597272704831,3.880262170996679E-4,0.04170013623391947,-0.13359499787874918,0.0233075034122584,0.037910080632924545,0.010376530414858328,-0.01481003736801525
FAM3C,1.0,3.898596185118351,0.5201081171791438,0.3398557839211127,2.1432227902488097,0.28190539344033355,0.5664061589785331,0.4740874714319278,0.39218053684034043,0.5346282459413778,-3.1007533423455533,0.03463111729543728,-0.02274448379064158,-0.03949509908171647,0.0438546736621415,-0.05932184946493977,0.02620809164692427,0.02785977234844232,-0.054437186534654056,0.00530254265438042
PTEN,2.0,5.988340804599116,6.610550387319927,0.3222379697981579,2.3963144503853,1.2631097187576568,0.8047924504972459,1.3109221155075832,0.47406159592656366,0.49556219967906023,-2.927300809633575,0.27625837633755423,0.6834274947887162,-0.35025969637531906,-0.44490408540962645,0.9254776484769848,0.5215922304524635,-0.031595279275508134,0.2317098504225592,0.019602500341487156
TPCN1,1.0,5.196735831209725,0.341606973720876,0.31467932814654037,0.16006338876844084,0.9408532805738017,1.0143445375003945,0.8076556049538757,0.25655295380470017,0.7143628994050888,-3.1048720981371196,0.018419299990543817,-0.06950394689942097,-0.010687521353214637,0.018210253615584274,-0.0704090194083548,0.03219301678064618,0.028657194533813473,-0.007909318326695525,-0.012975182374149533
XPO1,3.0,4.888602452802274,1.7219326691113377,0.3098836956722775,0.4205594028602027,3.7112143875974954,0.9580549278547363,0.6123432713798577,0.30003226530618754,9.539920571895637,-2.932868461065204,-0.8244603140372759,-0.11723273204801271,-0.39688377071603026,-0.5462244568806061,0.8783641442010222,-0.9157285966467293,-0.41852418425190996,0.2958725225044165,-0.450623707473418
PA2G4,2.0,4.075022169651556,0.8694089480366259,0.3051755157894154,0.2701874928390643,4.5651597467024265,0.8931973724003496,0.7880789156914907,0.8260856601985933,0.42843425210300445,-3.0728000368426764,-0.20530709985338874,0.04027366169039143,0.056709001638344414,0.060317260902227686,-0.012124741110759254,-0.007879141126746191,-0.07517794962794982,0.019427232184766198,0.059806671136327295
PRKDC,1.0,3.3963445899946607,0.4654028294540835,0.30407200013721225,0.6507613373118731,1.6642212611895297,0.28569539317321196,2.622748403521957,0.7660905465122195,0.4756342577032,-2.9909141326910054,-0.5559598278270242,0.4555257991970898,0.1341151988951857,-0.29947495911743155,0.23480393437167849,0.14266207618952903,-0.11019025427429452,-0.035372423356208396,0.28364811184892197
EI24,1.0,4.516394497803582,2.0632350023900585,0.29579798884376773,1.6064072498330988,1.5700056158482933,0.18953224685595102,1.9338232142279936,0.6074613205303118,1.0846066770687637,-3.101276806167806,-0.002627763533839409,-0.038292085302792676,-0.0199349302028129,-0.0013925494470830666,-0.055090961471499535,0.031971557974958716,0.027777689878049572,0.011419335487711211,-0.006161656772457724
ORC2,1.0,3.151816414943663,1.478861916295964,0.2862743127325192,0.11797094274543907,0.6935964196199584,0.7724732150627984,0.35745634446576763,1.0568518706414372,1.0878915145436674,-3.068937310855007,-0.3124797052450656,-0.00565031663482559,-0.01458104071214089,-0.30767554645817763,0.13944226809529492,0.10360843155561925,0.2457727977152995,-0.030597681738414702,0.18359984582222771
UGP2,1.0,8.082739043223961,0.6066529709335209,0.285209361401912,0.9126445699459488,0.47781668238131364,0.6197525685894517,0.21279465099638764,0.4845235586176242,0.40978770858858193,-3.1037807682437104,-0.02963100038621418,-0.06884057804012356,-0.005941369817514858,0.05465828090087743,-0.10460176414066184,0.042964082328697376,-0.015545592898208758,-0.01591678788776846,0.015826678931767264
GNPTG,1.0,3.2100183810387772,0.38009312967503717,0.27851089816655555,0.518557371497695,2.166865642884846,0.7324059202387084,0.31528925461390667,0.7885056883404051,0.4896003796173908,-3.107330863056521,-5.272546786001922E-4,-0.0792865487782481,-0.021748288546173743,0.02570671144077581,-0.09155601444489568,0.04018482491359766,0.04627672699843414,-0.01907733995970543,-0.010689184814013009
DPM2,2.0,4.54723821229794,0.754462657064006,0.2770043161109065,1.2162178687297074,0.6823962580668955,0.5980999632394146,0.6704394178246901,1.1364213978958613,8.37489876153522,-3.105514249230238,-0.007541752730033067,-0.10249871051751637,-0.02426068962283671,0.04364612500631709,-0.10835035559952447,0.04377912139620026,0.06782322689695797,-0.02771791841943777,-0.02582639034288771
MLST8,2.0,7.772118442419844,3.1832285876666533,0.2741863399161964,0.8532210106921669,2.589509579996552,1.0710207005511476,0.9376436819145622,0.07602586128732372,0.5849235054251156,-3.0247788670784193,-0.045166282709299656,0.06727137571868577,-0.019718377897070323,-0.3013602289037379,0.17398880753033966,-0.16750727381234776,-0.3645596106106736,0.1251949851895926,-0.11200241207993462
YWHAE,1.0,3.690446372781039,0.5036931948886314,0.27394961156156944,0.40084864274081067,0.2514863742166569,1.1658846178954485,0.8641044244359808,0.639179464762058,0.2864805249914754,-2.8465950171295002,0.1083265339234986,0.12281879083778945,-0.5133715404368769,-1.2084790294652665,0.6877394579938471,-0.6896771138525604,-0.7695930336643938,0.5918131706197015,-0.34630691888585563
WSB2,2.0,4.310501563069758,0.12792534730680688,0.27131352163571,0.900492006272035,0.1858056952040204,0.857860919867865,6.610550387319927,0.8428758044951307,1.6143046347313865,-3.0865979543641626,-0.15755151035726309,-0.030330755597613043,-0.0374051836951391,-0.1860201362209725,0.1155074458229023,0.41841665650507553,0.3285416668550917,-0.11871279991658192,-0.06429893102915998
CSNK2A1,2.0,5.36094364956652,1.2561689448723474,0.26738914720480117,0.822002036903434,3.5774594026772744,0.9295926782598803,1.3401408226426947,0.4324208194163718,1.7432618784354967,-2.900897757507442,-0.40392237047237695,0.21078469544955025,0.23657912446255192,-0.4304940992740501,0.6026264411151593,-0.22566586317149415,-0.6293996001267242,0.43761001737503014,0.287174632265213
SNX3,1.0,5.714678241287704,0.3432312207339833,0.2629107730552236,0.4093253194247986,0.4962365462905757,0.643381458030909,0.9150307115250126,0.23854578570112217,0.4752736974053135,-3.0942703017124655,0.041712372347995595,-0.05601330218857892,-0.08024365638409205,-0.005580247992275079,-0.04441764733243574,0.04349196505356691,0.06582068485133737,-0.042885312966940536,0.06941201740156712
DFFA,1.0,5.810855415175111,0.21769940771629737,0.25920323302643755,0.967018806902632,0.190224874866471,0.09243816720800425,2.0855193292514893,0.29794015072967045,0.7022567487101457,-3.087645342543174,-0.07758669981142469,-0.026056998215368714,-0.040421866928950966,-0.044858128826891636,-0.0074234436830195516,0.004492978670518613,-0.033897512394275894,0.025384646273713354,-0.06895615337111186
TFAM,1.0,3.852692604594928,0.39907064478969334,0.2564353639840638,1.0326626702424975,1.103302964218198,0.8619816603857369,0.6171907775684855,0.7344275382568819,0.5017568409991162,-3.095858361013626,-0.059873169389392945,0.017649448667958513,0.05035983478832636,0.03481172801884179,-0.1429982440067856,-0.023134215397725113,-0.00394291368754545,-0.0072212479449078335,0.02063110984737268
PRPF4B,1.0,3.1871892237481867,0.13639761559826338,0.25041826513444077,0.7286463778975155,1.685227187433945,0.7676901596720125,0.4403566635332751,0.11069829749368963,0.20794909586615595,-3.0775965483808028,-0.3083555904691222,-0.16175309659350723,-0.007328756969972164,0.24206418630877505,0.26190842501434886,-0.18947148812469958,0.11852940121573137,0.008325762999534475,-0.18037423548819317
HSD17B10,1.0,8.173480440458134,1.403567857650918,0.2421410717756559,0.5208711615000426,2.6122365563784435,2.5677685143097855,0.3968556273798176,1.1876616288229038,0.22338486375637792,-3.0940441236134477,0.008229570207551115,-0.06491443490884263,-0.030898291341638264,-0.023154789572796743,-0.07755822662521393,0.07392479950081307,-0.012970286869483693,0.0030734772351557315,-0.07282823613302028
QKI,1.0,3.486718291439399,0.4108437941069078,0.2419666639321356,0.4470642338638912,1.7036419952586093,0.8510890068906436,0.8718593168700076,0.9770357934820072,0.23068746357813671,-3.080909688259603,-0.19964445567569553,0.03346945094622746,0.09589030045841289,0.1559135033382784,-0.05980451463739586,-0.10995066571521928,0.01299958415151826,-0.01224905441397989,-0.02472047006262487
APAF1,2.0,6.232744539407551,0.8963330862532083,0.23174679350197025,1.5781165038078935,0.3465848627415711,0.4983793949207859,5.496604309677553,0.8096122674470874,0.6770837322371446,-3.0588165608557207,-0.02703084958595897,0.1515025087108819,-0.016015094176455684,-0.12376470023258021,0.08682503343731228,0.1486958756665938,-0.17303485018281423,0.07601315502418905,-0.1568390498368255
PTPN6,1.0,5.313127632028298,0.5916243388639242,0.2265939119848603,0.9129998792040093,0.5042198476948199,0.24116377525304164,0.5272143062477809,0.6574983637222717,0.5102627871403189,-2.9026337730915164,0.8341898291416814,1.314719453670785,-0.5846120053724428,0.7349982804551561,0.4636854866663368,-0.19085773992002442,-0.37813920859309663,-1.207892247399813,-0.14761626111709883
RPL10,1.0,4.135456858058175,0.4395672761934304,0.2208654627619613,0.7700878916698528,1.7201506176031767,1.608112608354485,0.19002302451414418,0.4871822414351269,0.3876278056180983,-3.0262647136006064,-0.5191846856066878,-0.542020635582059,-0.14444094530667884,0.6730616053457016,0.3241154774728726,0.629211218392578,-1.3564718700918823,0.28370863503948474,0.5179675165233073
DPH7,2.0,3.4905917319755946,0.9128932559009072,0.2087796819850533,0.4883438678766966,3.3166827380781174,0.7618283963698534,0.38818113648280234,0.546375926408549,2.538881388800632,-3.106236351467224,-0.012119187591471327,-0.10141795314623418,-0.029805642511692838,0.047888401973439076,-0.07841812558494048,0.07152750069660123,-0.015902134735074316,-0.004313052321012932,0.0178135650307086
DDIT4,1.0,5.919233396593454,1.4929406151978841,0.2044188800919865,0.527302045461232,2.958923280284525,0.7002095107462664,0.3383765907707699,0.9541296075506396,0.6792079544571277,-3.0782559567598806,-0.02403134494202076,0.06591594036454858,-0.0065688658679364026,-0.1014210575115646,-0.0026652591361307054,-0.06001380937028043,-0.09964256570333306,0.08986298334778682,-0.0026643010424164913
RAB14,2.0,8.250059683498193,0.6324577264794234,0.20255240628246235,2.0692088302151106,3.113836529003016,0.6535296645212446,0.8717946560373261,1.4483426637137282,1.187655827611464,-3.064453103025931,0.2333366383402453,-0.17841620076453646,-0.41582452512145585,-0.18703901368527245,-0.09080583258105575,-0.24934895557720396,0.057214985507167485,-0.01713597573308014,0.2947071164714445
DCK,1.0,3.432550858550364,0.23249535365439494,0.20088699773307309,0.08561981569688054,0.7142402174545575,0.47503298401603666,0.05709945885970605,0.19320295214672162,0.8611789574957359,-3.102384788684041,-0.04113373573841287,-0.03883131031520192,-2.6854224875806393E-4,0.0051614205419040615,-0.07880947355527902,0.03077409759233164,0.03823608779874162,-0.015003963210569161,0.023252101961897045
NUMB,2.0,3.729741490267779,0.07706704344478832,0.19812314624242014,0.5938517129203642,3.1323557660969015,0.2209738043514294,0.8390215398799912,0.5214912217936963,1.1668707576089188,-3.0314167647067585,-0.07063862161245107,0.24574082177498685,-0.18152226765378718,-0.5436415099691974,0.39944886213588554,0.6115870868392004,0.192383255131394,0.17657870802596273,-0.10482554619690361
NPC1,1.0,4.342507254156866,0.492697464315195,0.1934673050230735,0.2447122194606921,1.2023862698469245,0.36610755684019275,0.7842302915823568,0.9549118384571833,0.551101728472614,-3.0957762455179263,0.009329704763238906,-0.049218683550052995,-0.033885755205949324,0.016113587341771898,-0.1223965392935924,0.05397321364728071,0.06335874012764085,0.05453626601125332,-0.007863725026400824
TAF4,3.0,3.4389030288891345,0.3778067075753398,0.18350681596275017,1.299356846069114,4.712870379280889,1.245789314633925,2.5755594124735226,0.3331919626873669,9.831909789998459,-3.0481784060134176,-0.498537906898711,0.10679063050100242,0.2668969114411664,0.17066645584469176,0.21789404945417049,-0.2807071655357369,0.34379775916550875,0.006292314605553157,0.17441874378387837
SLC4A7,1.0,3.2128265335495523,2.3781385308907734,0.17010470289645038,0.6980806119641445,0.7903509646317711,0.3894888850999156,0.3314836281682323,0.2562707917058284,2.3602955797132625,-3.105803488085404,0.001382192727180677,-0.07513239920816428,-0.03078398556887671,0.004717679076697645,-0.0725823240530941,0.05213510997411427,0.05001614556658833,-0.022996073430468143,0.003306168729977537
MTHFD1,3.0,3.459822284588972,4.6710295057630695,0.1652996066450943,0.13391951706732397,1.9924229016956614,3.9526082977995567,0.2901705668134919,0.7932820366241665,0.43485416140448363,-3.0993394866983657,-0.044241344572666735,-0.013048839875180967,-0.0021484587434771546,-0.011339745121261659,-0.07193211834332144,0.045181845393842714,0.027036538986629197,-0.023688426835892482,-1.8958866337598793E-4
LSM1,2.0,3.4002148423131464,0.2794686036266264,0.15954259549076685,0.675799883214622,3.3757179041643317,0.4253322336837732,0.31504697538385823,0.5083442062812205,1.6579584789885584,-3.08940596939155,-0.21750585127778932,-0.2662480439592784,-0.02945572446504245,0.3075721891887071,0.10842515768686153,0.05937878846352734,-0.11431545052499845,0.027343353135912823,0.0065213279715750985
AKT1,1.0,3.677133725678397,0.48056580508629715,0.14082566316502249,0.6292649162841679,0.10025608017794953,1.0742394035915606,0.5974119445887996,0.2306817656284092,0.11084048891979946,-2.7184223847990956,0.37677456810101434,1.3506327204197892,0.2668888644853575,-0.42211029797554256,1.0142891496691677,-0.11058000939275829,-0.9296515283806752,0.5045537224647634,-0.2299569213535959
TBC1D24,1.0,5.1220752513397,0.5344981800583289,0.12543701334750718,0.0813197570361017,0.39126008093121206,0.4854124056368373,0.8594919569618205,0.910200826963836,1.5376795184605392,-3.105458702956666,0.00917382105196371,-0.09060536238031125,-0.04993041053032559,0.010911253533688435,-0.09954935563475725,0.017781410705705197,0.05137876671056409,-0.012697706190331443,0.007618346865640158
METTL3,2.0,3.559078941018874,0.9229956732066495,0.1211853268395849,0.5982721383455006,0.23627259623430172,4.7977024438612,0.9349807858637459,0.67391003573644,0.22524197935156248,-3.0877249585599995,-0.27752351132401126,-0.1263395148894649,0.05485855695049215,0.22253343735560532,0.1415360917262444,-0.1315390995992934,0.23440591298450378,-0.040352255362371726,-0.03535370980932442
RICTOR,1.0,4.060858829642594,1.822867682958225,0.1182673622649853,0.6272536493951545,1.1768258376239717,0.36509972551000963,1.1128836647694769,0.8810081998040249,0.29816569964724565,-3.0743311796193877,0.015750610041374694,0.010700044402218174,-0.044288934583581685,-0.1291239766472544,0.040209873242271925,0.029296918066903987,-0.11044259598790712,0.10185031500449042,-0.08775063966215811
POLG2,1.0,6.768432704449879,0.36834319483207983,0.11185421718162372,0.979307321317972,2.6780703314734824,0.5120560273551472,0.5343792441457951,0.569312331023331,0.15785249354804154,-3.097768005543048,-0.02314034039030735,3.0415502505341005E-4,0.03175648908566549,0.02355919927805922,-0.10236574502421528,-0.007901504523631172,0.0068432162010890075,-0.0041753684333879,0.01639293884078584
TAX1BP1,2.0,3.4007304608324374,0.3481407307530511,0.10851272045507421,0.32671177515844996,1.2246735926338819,0.8392914277075706,3.721246399047171,0.8908603560959839,0.45958832758067986,-3.0495075751599545,-0.07887440611855334,0.1458978460260176,-0.13433226215534952,-0.07880700529003047,0.16326724432733783,0.16047834015918838,-0.14560552077686065,0.03526006640270623,-0.09815167287147214
DPH2,3.0,3.4455332370486027,0.3830311306340265,0.1041246093789785,3.1729604505710767,5.911509529817604,0.5108011457493224,2.775052781222913,0.9507432027677727,0.6220032880466877,-3.105167939171821,-0.0177808480857559,-0.11453949044963167,-0.034932526904128146,0.058332889615128405,-0.07777402101602765,0.08901788006507372,-0.039711521030010855,-9.372683942320579E-4,0.03585432379527482
ACBD3,2.0,3.1364020405849136,4.759301020813692,0.09589061829578714,0.4637067600165673,1.583592510056902,0.6753266498107547,0.7037737127388394,1.6887336697118838,1.2699043408043642,-3.0975141230575995,-0.0187546557212601,-0.05038941896759015,-0.05057781476252439,0.02462517926054765,-0.042363627075926794,0.004610124202493121,0.014666342766007322,-0.05088934871447262,-1.5686338077075898E-4
WDR18,4.0,0.8230271414922028,6.1334291326002655,6.6104264018637,1.4827909018104568,5.569102950972742,4.486769078219758,3.0519637817662657,2.389872386924005,1.2814540468950986,-3.0903757921434667,-0.12185453461000995,-0.18069591714104372,-0.039132664768459176,0.18318552183587547,-0.01704783599233196,0.16921430736929222,-0.2224136474453059,0.0469735072327724,0.14179972555495707
HYOU1,3.0,0.6423308703757254,3.240596588961241,6.133299243957501,0.571897617216564,3.7685049235517702,0.752247617502531,0.9565591237555263,0.22365482191375474,0.8762650514602194,-3.097860165056605,-0.001019936547335812,-0.05453212879777765,-0.045727580703082894,0.02358401667712452,-0.1197468961233645,0.06415308311806316,0.06750732444584143,0.038333875147871274,-0.014567941505165733
WDR55,2.0,1.6077550059013455,6.610550387319927,5.911438688208785,0.6725184585977788,0.80877261812599,0.5885486578620625,1.6822499711577663,0.8067918915055055,0.6711980013230184,-3.1055332908623914,-0.012089627784984996,-0.08039410155790572,-0.02988175663618574,0.017655715341372388,-0.06547843949971183,0.05178055712134481,0.05220755551365155,-0.014966603334348058,-0.01898264488781701
GTF3C5,4.0,1.1954061913454377,3.9544423308634524,5.434329239621482,2.0754467812108954,6.610479534153622,2.864835533343045,6.1334291326002655,1.0522722730366842,1.0347645982024967,-3.085235128535292,-0.24378410762721084,-0.031001083085538367,0.10022480394524823,0.16538678229152903,0.018779050113591055,-0.13172867938769295,0.24384001313209966,-0.039839981950105165,0.06553573185751208
SRF,4.0,2.9214899206163527,3.3623301856943297,4.8250974378216736,0.2579193275897978,3.8478034176657907,2.3969097821877816,3.794308546420494,0.3761100809527583,0.8450286516534735,-2.878938593753304,-0.3638776481482652,1.4270116052992718,0.3322864656138219,0.14071039070616234,-0.31986213825151183,-0.42230006634509987,-0.43424537372378264,0.34623894109997716,0.14144697184715288
NLE1,3.0,1.4524440703441814,4.298794798000629,4.7975116829399065,0.42338226381845767,2.0331686389952703,1.5090587946432132,4.146660807368872,0.28619036351572225,0.4556151274908797,-3.0971667480790845,-0.04521042888628784,0.015647891971399486,0.02591845451089554,0.020562162209990013,-0.10717217017731479,0.007709635816269549,-0.001424598981242886,-0.005698374882875562,0.035831269420845226
EIF5A,3.0,0.9676064565536932,4.210877795066594,4.480093289283262,1.5367043900379973,4.878079214436962,3.098067864140347,1.6505087783897834,0.4738934427096266,0.8197559706133407,-3.0906312508044134,-0.06706090869357041,-0.01962845581096927,-0.0313277720366341,-0.013375541681144309,-0.038836137164043376,-0.010228972404138835,-0.023032252443624036,0.020382823997058215,-0.015493895026337775
GTF3C4,4.0,2.578959960415986,6.610550387319927,4.0363915922144304,0.2817474999022495,6.610479534153622,1.081005635112503,6.610550387319927,0.1907905554624948,1.0104316604487225,-3.085979380280188,-0.23637376416237751,-0.03236278847113892,0.09369731999437189,0.16772836297244859,0.030941592047705496,-0.1360189036685211,0.2347836740393721,-0.029282629148507478,0.052867210768001244
TAF1B,5.0,1.0301940365256943,6.610550387319927,3.606530093004877,0.28205502976267194,6.610479534153622,5.38016607743399,3.3492846065257047,0.3610716786909828,2.152766383325495,-3.041559447332093,-0.573109128919593,0.24068336400466284,0.28906530524390117,0.09104297858860302,0.08043232603191251,-0.2971909074113341,0.31800807490567917,0.08521005675303422,0.4149284106438427
CINP,4.0,1.3200763893943974,4.274096531211788,3.2303937694811435,1.0750542732983799,4.997704317445066,3.040424420056941,5.042349620807316,0.743258207374745,1.240477824195913,-3.101427712731217,-0.048441052319377405,-0.08386601919776737,-0.0410508439517105,-0.04587032005742552,-0.05388348491693807,0.013057999585929295,0.06953311195477813,-0.015072293021624902,0.025955529769331638
NIP7,1.0,1.2408295208719577,6.1334291326002655,2.9578972319626975,1.3559653641850338,2.400619166616862,2.13592224293252,2.5245903385870316,2.029769385176545,0.5718891436459627,-3.0742346633968998,-0.2901811200437412,-0.4942803971594719,-0.14160048681704693,0.39042995621601545,0.11305075941689649,0.46269427523035317,-0.8377310163998757,0.16508875717883173,0.33258514470951095
TELO2,4.0,1.597295493687103,4.977076988121062,2.871956326173543,6.610550387319927,6.1333641834230015,5.911651247711471,1.7663694198355369,0.12641204346385312,1.069963233109613,-3.0946936568154517,-0.057626510214436835,-0.07121649435013845,-0.03684546038815264,-0.053311961026503235,-0.023876019641648774,0.08471146210452107,0.032450855376427556,-0.011667618386482595,0.008628036389778682
MYBBP1A,2.0,1.5318840866066694,4.651519896512011,2.8375849638935535,0.5119995502937974,2.1905817065914523,1.8342809701991676,3.2589508783604257,0.3593198467223348,1.4001455202573672,-3.0504037798762837,-0.425467868779298,0.23925667817837332,0.2315672467144372,0.1061820411390536,0.014083442581280704,-0.2608467469352809,0.1620931596769316,0.08313012395514406,0.3001436416431095
MRPS33,1.0,0.9932959959706883,3.249391335583154,2.800381932292069,0.3821089055726455,2.3294758422179203,0.580275496438181,0.6134118660922113,0.13618957602833157,0.32433351874269467,-3.095157433707272,-0.01925750057532331,-0.22120368295609646,-0.051086166968502204,0.10216534545473424,-0.3360793577066285,0.18713433202496496,0.14603385271103714,-0.1120542231898419,-0.08798816067022786
