,pathogen-count,mashup:0,mashup:1,mashup:2,mashup:3,mashup:4,mashup:5,mashup:6,mashup:7,mashup:8,mashup:9
PDPK1,2.0,-2.9724796209329174,0.3431195966566243,0.5690297692209146,-0.24659407879198098,-0.11849799318025515,0.5618721186481579,-0.002619822091409544,-0.2747660065800281,0.3197091628035835,-0.13785540873149218
ZBTB8OS,4.0,-3.104338876339476,-0.01851045749618944,-0.0808031497451022,-0.020176959510446464,0.04193210394262907,-0.07064423713545538,0.02971442731610791,0.05628795658103818,-0.01475723547751682,-0.015913341178641134
POLR3K,4.0,-3.0788435618812873,-0.29772068806362856,-0.006523184700938872,0.1430186272380719,0.22662353875223296,0.037458906404939186,-0.18516731268870584,0.2806353885838011,-0.03589723103783526,0.07885451826358103
RPP38,3.0,-3.080087021933653,-0.21236622754894346,-0.46229518077781295,-0.14700084058961932,0.32949879534448756,0.09523859050279468,0.4775933791927739,-0.8190603910360448,0.15827101747758562,0.3456221948906174
NUBP1,3.0,-3.094269495046346,-0.11936907146829918,-0.0787347517702842,0.015263990068984998,-0.009515550897361598,-0.06806642784055572,0.06912396240093399,0.17671050508380315,-0.043907236372933055,0.07468894122643746
DHX33,3.0,-3.0987690255153173,-0.03677134653319052,-0.08501287585626834,-0.0477574957870842,0.059676278204356614,-0.039750074628984125,0.1257395777183153,-0.08311948206078794,0.005911540371804389,-0.0195445272422432
CEBPZ,1.0,-3.0870180214287126,-0.10278394174220848,0.08197900381409219,0.05317325088924478,-0.03889401067217902,-0.13683185908618356,-0.042022763920891465,-0.04011433421146526,-0.02234574299570356,0.09212838760397463
INCA1,1.0,-3.0928627862039444,-0.044248208397086985,0.030885883824789892,-0.014663705250510096,-0.0236045247547972,-0.04868389027756423,0.03282394642664349,0.03733072981820367,-0.002653489980304515,0.06434010894205047
NOP14,1.0,-3.073399073540045,-0.30668706754648617,-0.4998982464833477,-0.12288538360134137,0.5008457232190924,0.07636793083804683,0.47424208451457983,-0.8516723054718943,0.14783356172117476,0.3665576781173138
EXD3,1.0,-3.10475323688935,-0.006520668942134441,-0.0538173404511298,-0.014199276211909905,0.028124458151621106,-0.09749204604998425,0.03401769628828278,0.03218486140507511,-0.017010745404746726,-0.025251324071759514
MAK16,2.0,-3.106040305725813,-0.013708012691396583,-0.10104196588386746,-0.0278609297408888,0.046421172977112214,-0.08385625249713959,0.06759274507986354,-0.009330462887480389,-0.007285196176428295,0.01795758114142052
RIC8A,1.0,-3.1044408978251585,0.047316262161886946,-0.08277428018068692,0.02473491551140488,0.02262445400678321,-0.04901810075923652,0.025936022092772206,0.03193634768377144,-0.014211552509174136,8.489151077778275E-4
ELP5,5.0,-3.0999101124206714,-0.05305094643984494,-0.023743591349967123,0.014471449731458945,0.027387010572312756,-0.11718307004105975,0.0048716396449746185,0.032228071653418545,-0.0552878492751014,-0.004457238625959311
NHP2,3.0,-3.0843090494227807,-0.19245549310346188,-0.05921313250747722,-0.003974209352425847,-0.10618095400657603,0.009830649018136368,0.01595656353046442,0.11641647790919883,-0.022439483495875812,0.14403603467395004
PRDM10,1.0,-3.1037811190436466,-0.015991962935918803,-0.039088653387940236,-0.014183895207210162,0.003611896473365233,-0.08912584012184863,0.03607597429567933,0.022241871103964,-0.045752464416028024,-0.018741735316768548
DHPS,4.0,-3.098945657077386,-0.0580748486674028,-0.10919993164732873,-0.041085799170763646,0.03229935226444556,-0.049552360634953364,0.04410600740282715,-0.015383095407450243,-0.0011878498673453554,-0.009441938355817555
NUFIP1,1.0,-3.1008094372523134,-0.08345532535740968,-0.08101878943090152,0.006639775074421937,0.07079683765334456,-0.042501821946069725,0.019996387593109795,0.06644623869712314,-0.021071312103000825,0.03459199659764607
TMA16,1.0,-3.1056695621683152,-0.020539302744429944,-0.08357058124303786,-0.01861379350592507,0.041673476502824075,-0.07911176530706912,0.044971938353642264,0.011093357740498726,-0.007049755466274578,0.01085361158869231
NUDCD3,3.0,-3.0992154252020288,-0.010336235386924589,-0.11228690938165997,-0.07386415783172937,-0.07874736167293038,-0.07484951452116641,-0.023807226323047957,0.007473633527125075,-0.02242963986616909,-0.046438058312909335
PTP4A1,1.0,-3.0858054716986176,0.027273528130797267,0.037025856140374236,-0.08811851634098063,-0.033189245010768774,-0.02876765102524384,-0.06770185899582414,0.005537863542928638,0.07823701838489625,0.01658163575160778
ZPR1,4.0,-3.0941038408865102,-0.059379197871836174,-0.06563848999270888,-0.07095334372293778,-0.1074449363247806,0.058301755956876894,0.15452676011399474,0.007811730495678174,0.002723902231268713,-0.08103974159750696
PYROXD1,3.0,-3.1073308630565157,-5.272546786262641E-4,-0.07928654877823468,-0.021748288546274537,0.025706711440565175,-0.09155601444484389,0.04018482491358581,0.046276726998320396,-0.019077339959947072,-0.010689184813996281
GRB2,2.0,-2.7559899646635078,1.334437363042072,1.5163789906361447,-1.0891540443267553,0.7239470210342629,1.1591819292825623,-0.2767669985496763,-0.13473735588032554,-0.592398671013418,0.13545767839332637
DNM2,4.0,-2.939682355704737,0.7320765630811833,0.38779923714377607,-0.5392523762167993,-0.06456638632998722,0.47585146640247283,-0.3129730274881287,0.11645601438692264,-0.2944088834911592,0.8908844983729455
NOL11,1.0,-3.0770054873871273,-0.28655916322106517,-0.505835799889286,-0.12712897045165852,0.4992073235700706,0.08063302214093632,0.46595897715200557,-0.8296445770849022,0.1452520404125043,0.3421601069367799
POP5,1.0,-3.102128277454736,-0.04862291575866326,-0.1752094580064115,-0.05099195341780097,0.10726721314854124,-0.05801407786168675,0.15435217208659627,-0.1760798110422104,0.025126427940928616,0.08745938682594798
AATF,2.0,-3.047564817393359,-0.3079915925332394,0.3045044695748345,0.1947911082565644,-0.03409410540433232,-0.13056572181786527,-0.034545292215208946,-0.1489939504772728,-0.07016428918760338,0.13748778947205947
NOP10,3.0,-3.0855462160598206,-0.18199163634894655,-0.07161486034712378,-0.013810382820751423,-0.1081729761396938,0.019071890762255576,0.023884104204602546,0.1183458427252476,-0.012308580110556378,0.15040160034152297
SHQ1,1.0,-3.1056409847004933,-0.019662219370147824,-0.08242603183101009,-0.02110890515434783,0.02655274564509051,-0.0757364831284549,0.04253917824427435,0.031152041842714924,-0.012307503763827011,0.012365158726034012
URB1,2.0,-3.105958115900567,-0.015092785736898725,-0.10292134479523411,-0.027276540788184808,0.05350421613102085,-0.08425476784240606,0.0687914894135941,-0.012765906000384247,-0.00694065731315889,0.02088036071972369
IMP4,3.0,-3.0729926542010846,-0.3043680673930466,-0.5490791122676905,-0.13668533539676508,0.5252110546248336,0.04772665787254567,0.5123599401976908,-0.861097457685444,0.1421114003516211,0.35573136280891937
DNMT1,1.0,-3.0190486384136856,-0.5234029905372514,0.5354403715265835,0.3437025809762006,-0.11777527252085689,-0.17664559945316302,-0.16849242909707063,-0.08521409247102575,-0.07241775689236281,0.19045635906336328
ALG14,1.0,-3.10733086305652,-5.272546785424503E-4,-0.07928654877807934,-0.02174828854599044,0.025706711440729252,-0.09155601444476466,0.040184824913709595,0.04627672699835401,-0.019077339960043068,-0.01068918481467927
NAT10,1.0,-3.1032629794712165,-0.027119498851011704,-0.06763864227624214,-0.01811978784699698,0.05847379015201787,-0.06979583623338112,0.03139814532880411,0.020098036214969812,-0.002096830345229872,-0.021455094742654782
CNIH1,2.0,-3.0743361114494263,0.10096319454420997,-0.20989733266411142,-0.4361171995252501,-0.214795744258781,-0.16632539401988822,-0.34137187724266377,-0.05467084817804278,-0.20897024912171985,0.27025681505970733
IPPK,1.0,-3.1041511878382937,0.008495564460753582,-0.06787637031239512,-0.014925997095170765,0.0293548619638087,-0.08523803338385214,0.043254009752790715,0.05152309563733672,-0.021568901332889485,0.012283277778816128
CDS2,1.0,-3.0988495088593786,0.10807235851691913,-0.045607779765336955,-0.032640867664310076,0.06622100343362715,0.008834579525288147,0.040506496230460556,0.057896775519231065,-0.0359715703526761,0.044506222548026476
RCL1,2.0,-3.076648086619004,-0.2893942403382608,-0.5113998725781074,-0.12886552522418443,0.5035915681835688,0.08255394510398899,0.4724747478329491,-0.8425002971259618,0.147974284667342,0.3478757671846851
TGFBR2,1.0,-2.946370411761923,0.02685987252953133,0.8117037569551427,-0.049089585603336025,-0.1144266594314896,0.11055656169454774,0.06426781730795939,-0.2732820033345938,0.7784643900682051,-0.040645959205640465
TAF6L,5.0,-3.0667418020745205,-0.3366441878545663,0.15254244275810402,0.19886909593468033,0.06895315180717428,-0.1036143980697835,-0.20153377271307274,0.12916419081045305,0.0012106330154202807,0.19808426539972357
NOL10,4.0,-3.1041222523967353,-0.03284079928757167,-0.12866283356541597,-0.029966121342908953,0.08479807648134374,-0.09293646758372301,0.100071500830189,-0.059254331203799804,-0.004633227906138052,0.045815372890355754
WDR3,1.0,-3.0770054873871255,-0.2865591632211231,-0.5058357998891784,-0.1271289704516407,0.4992073235699555,0.08063302214103675,0.46595897715208207,-0.8296445770851445,0.14525204041233014,0.3421601069369381
LTV1,1.0,-3.0783743633536633,-0.21455404620646332,-0.46841896322143345,-0.16456879135614647,0.31557801955572734,0.10318688098155883,0.45750004520012727,-0.8262604643327882,0.154825406410276,0.3535751519278274
XRCC5,2.0,-2.9721516358946323,-0.8188224163553082,0.30194778541767575,0.15440788434631006,-0.4371373817777693,0.22659016562141415,-0.11896078312057946,0.09456317419633369,0.0059976355371930195,0.46651248417646907
RPF2,1.0,-3.0930580894396966,-0.11064545127304493,-0.2100284061748818,-0.05529512884111839,0.1529369486728979,-0.0441032231399472,0.18852652393701097,-0.2797064076302743,0.051325183482296144,0.16718745116574357
PAGR1,1.0,-3.0285085517370804,-0.6229511891244658,0.40494550598688267,0.4440901955666134,0.11264335464143992,-0.07960665528187548,-0.3924337788460798,0.09120679046612268,0.03456859419514872,0.3657676618494056
ARPC4,4.0,-2.9699737420438677,0.9107746056515846,0.3630533413764818,-0.7785601093345984,0.3367226337236345,0.6915467080378176,-0.07964248527862886,0.4591503030886511,-0.5909710478714593,1.1468579639462628
RHEB,2.0,-3.0430234363850857,0.008546008999940841,0.011019227131723184,-0.046168660682959085,-0.2130363411568596,0.14403920865420816,-0.05015483481487977,-0.24014092180917027,0.10208995165508654,-0.09590949940873263
PARP9,1.0,-3.088734858686426,-0.06116580329219129,0.11036342031698194,0.03563181002721052,0.08227564121109791,-0.22383105883305193,0.09332355321735074,-0.13528593760587365,-0.3845534533977632,-0.41875884127838636
RIOK1,3.0,-3.0799310942557936,-0.20201845238274946,-0.4557001221996582,-0.140924096527642,0.3093430657274695,0.10211571480351021,0.4731000343471582,-0.8019104315507795,0.16170480990896777,0.33860187952238896
ISG20L2,1.0,-3.0983550105178943,-0.07864283162308354,-0.16885822618113558,-0.03726409764759512,0.16270897618635372,-0.050790751112214934,0.13311597697587185,-0.1502482449805843,0.015924069737393954,0.08847635915521314
DHX36,3.0,-3.072641439683647,-0.19312772772331982,0.04463565550952119,0.053664938502090344,0.08210708694271818,0.017761795275196682,-0.013262632968776547,-0.0716861824113762,0.01404912912021029,0.04215652277340878
SPSB2,1.0,-3.0802309952938587,-0.1879153164622499,0.008588398290273353,-0.024570191137975362,-0.21079794560186405,0.12396773885074006,0.49410678393580426,0.3629051877831032,-0.11850808581038334,-0.08597660343981517
ASH2L,3.0,-2.9930373667742125,-0.7986721586957073,0.6551409509695897,0.5681865763752784,0.002173168538581207,-0.07823358459623221,-0.44095212905242454,0.04575580665021304,0.16485507366946384,0.5171526214291184
KRR1,2.0,-3.077005487387127,-0.286559163221018,-0.5058357998892076,-0.12712897045172034,0.4992073235700099,0.08063302214105572,0.46595897715199386,-0.829644577084885,0.14525204041290796,0.342160106936825
POP7,3.0,-3.0999920562713674,-0.06937903859867194,-0.1871104410170052,-0.052471920737935634,0.1173872093994269,-0.04593565688892667,0.14186166213694928,-0.18074142738525925,0.02726638529952979,0.07443669209305642
UTP6,3.0,-3.0755772709132874,-0.298113387500835,-0.520533327851125,-0.12996876929019496,0.51317791280986,0.08278653175026345,0.48509104344616266,-0.8649583439855638,0.15104356149475182,0.35956720987757657
GAD2,1.0,-3.092279181805319,0.06433308109253827,-0.15059990592409683,-0.17440082410497418,-0.030867972022540532,-0.10554839610512214,-0.05716299316919124,0.07847356877529657,-0.08352306792426631,0.2205325167962741
GMPS,2.0,-3.1023569398361595,-0.02183403662719033,-0.03268760715964315,-0.001963132676590069,0.018322651975258765,-0.08818549788042393,0.026801022841177174,0.016855024381972873,-0.0029080272135984836,0.01852256799482982
DHODH,1.0,-3.1017039944255766,-0.02424112495729969,-0.04233344120172872,0.006381636086941634,0.03462920336327341,-0.13112601631214219,0.034939237452937456,0.023670575287405123,-0.012006343369207141,0.005965149472940108
SETD1A,1.0,-3.073654039514836,-0.2884058112774624,0.2015037264006722,0.21031187446173913,-0.0055768715558160535,-0.13759450456015848,-0.16148987368608309,0.024465907277850342,0.027778377670118783,0.25769571737621616
RRP9,1.0,-3.0750481666001424,-0.30053892224434714,-0.5184730702975582,-0.13095191941071763,0.5127309908921897,0.0900653371341509,0.4758823127829974,-0.8560095666012074,0.1512281879685228,0.3504249579569801
RNF40,1.0,-3.0775493677368235,-0.24911299946487744,0.007207445694933053,0.03734784434339788,-0.11398973906921152,0.08756716509430974,0.1816481480615904,0.17029003429184114,-0.04191656585820842,0.21170390529306174
EIF3I,4.0,-3.0752588893653026,-0.2683364697847337,-0.4908215148046205,-0.1565432895393462,0.42795278100914685,0.153624259636866,0.5616082473059714,-0.9295677838840725,0.17618139725303258,0.35911516493455836
PRMT5,3.0,-3.0126719701706057,-0.5987591980329807,0.4171544018238479,0.3006733053880596,0.02646371123772833,0.031317356716299045,-0.4706596725355072,-0.19493239159319758,0.027236482137578504,0.057286840299693546
PCBP2,2.0,-3.024899500297331,-0.9285717490191676,-0.4598634112672213,0.02694988689002356,0.8441949823559081,0.9613074237834799,-0.460963782453972,0.39814521363565936,-0.035380918075493296,-0.4772353638389549
RPL19,1.0,-3.0505682926403055,-0.45163862214736916,-0.721144480755819,-0.20815947861516357,0.6570458059187602,0.36968234289781526,0.6864693963262327,-1.3078602936281944,0.2553841822308866,0.46791377033820086
MED23,2.0,-3.028395612236766,-0.3914907123730478,0.5573693661475196,0.4651008597507986,-0.04856938538982578,-0.32326506596668575,-0.31573573449793685,-0.19899062735934628,0.1325406068969767,0.33331337496116387
PRAM1,1.0,-3.094456872599473,0.03514825775745882,0.02318622913971864,-0.07262320033795887,0.06681138098002165,-0.04106205760407781,0.022281947157630096,0.06049372335242277,0.016728496668181554,0.007656897445691334
DDX51,1.0,-3.105526446002875,-0.02166642753621105,-0.112711715684005,-0.03023529869956364,0.06329569331570613,-0.07517167868296122,0.07683191728789253,-0.03300795480006577,-0.0032239673332653206,0.025477631872434063
STT3A,2.0,-3.1021799109821115,-0.03474726159174652,-0.14413907015017247,-0.04302902884040777,0.08151558441698596,-0.08486010206777944,0.12515402564472647,-0.11074856206678932,0.01039689246352714,0.06510468135056047
UTP20,2.0,-3.0738025104836466,-0.29876982670237606,-0.5255162836852086,-0.13635677574220764,0.4895845553118702,0.07584901424948381,0.4666215784425315,-0.857824676412574,0.14714324518858052,0.34479997177
ATG101,1.0,-3.062166811418729,0.05999076207387191,-0.10354829267227729,-0.06995401247333445,-0.2431913639250077,0.029792124925429875,-0.04786373753192132,-0.20522069364754,8.463771869851945E-5,-0.05164926386441117
TBL3,3.0,-3.075842622635453,-0.2936598593874065,-0.49606744265103925,-0.12017909948855496,0.500734755025005,0.08057486242332139,0.4616005948277681,-0.8318097149153597,0.14753073400144542,0.34917767296134694
NAF1,2.0,-3.104506450622904,-0.030843554445549665,-0.08356473817846304,-0.02090935600355783,0.01706228836031088,-0.06953899824381024,0.04125891586694916,0.040015816287196374,-0.013179347738357898,0.024484108988470935
SETD3,1.0,-3.0922776577550306,-0.08451208369606829,0.08182819166681601,0.08186880025103482,0.021833697506825643,-0.1557484272575738,-0.04264824915575355,-0.012928912864430894,0.01756577740663714,0.058833000855302825
ATXN10,2.0,-3.100617746395404,-0.009916789796638101,-0.11799979759542076,-0.06536257573682469,-0.050680000211991656,-0.08991669539039074,-0.008760280905569767,-0.005789453769873152,0.005325181696758209,-0.04045569687273815
CIAO1,5.0,-3.069887207353033,-0.2798418500668729,0.07821497073270521,0.11956494711948897,0.03953638027985514,-0.11600432364122563,-0.018048546596662707,0.07316977665658403,-0.08384134386243283,0.09427636327645249
EXOSC10,2.0,-3.0768805308543024,-0.28601499163132826,-0.452146166870633,-0.09794305737848323,0.4888683871330282,0.07076502574383116,0.4014075318083235,-0.7140776643794343,0.11860604268608402,0.3091341129274497
ENO1,2.0,-3.03732950325406,-0.36419222254255246,0.38067979418632086,0.23569007794809305,-0.09076643773194024,-0.13860000456836546,-0.09197023613308031,-0.0914283824155363,0.02317372279598257,0.19022582487048148
HSPA8,4.0,-2.8033613466239546,-0.5441765500740866,-0.09902861828737612,-0.46562264920713975,0.12211954682115875,1.435885045689168,-0.6553447758818823,0.24569156195914177,-0.2599466210220375,0.4334968787030663
DDX49,1.0,-3.0732772999442037,-0.301945323227765,-0.5054212723932496,-0.12757460998663936,0.5015217094666,0.10637622070129732,0.4584573315000415,-0.8572521569469589,0.1644078093503418,0.34229369527562425
SAMM50,4.0,-3.097362672971511,-0.014307235246633696,-0.12167757483589543,-0.05101283744381853,6.647861250685083E-4,-0.14430239453164517,0.07072191033022557,0.05786634733280275,-0.036117747463620654,-0.04004227905917551
UBA52,1.0,-2.640395231294403,-1.136958945747948,0.5554334675510307,-0.5546123536307281,-1.102604056256401,2.1271659875781945,1.8845487815250306,-0.3162505877127434,0.047963734809578114,1.1003832547232935
PDCL,3.0,-3.0623654628278354,0.30423518530784854,-0.14926992186341612,0.2688192558318422,-0.13382558525792945,0.17404203859138112,-0.11511304796337314,-0.08530386350146098,0.03546177781055206,0.09445420847854986
PRKCQ,1.0,-2.9198336884839935,0.8917117603805409,0.9919573589659878,-0.6049487475739467,0.32690957880708715,0.7690532887007582,-0.09007947114575701,-0.24465936052961365,-0.8528458603141508,0.054823427644322055
PLCB3,1.0,-2.9542786164214743,1.350109574842287,0.14675476895328463,0.5194433101781174,0.06887972657382635,0.9027018918770097,-0.10236732575078152,-0.09301421023239193,0.15979865899765885,0.23323143876089766
ICAM1,1.0,-3.0361209200856534,0.13293044213200492,0.5076784632149804,-0.041115398779884835,0.16121138896098222,-0.05936633584090424,-0.011940901573877678,-0.17975495475170483,0.004581906946775078,-0.32864314883660095
EIF4E,4.0,-2.984797004204938,-0.6630111742223009,-0.4754853600672674,-0.25620207812211204,0.43553730125380324,0.7568129967632768,0.27788381974036575,-1.1804457255985261,0.2699966417938857,-0.029117002817436753
BRDT,1.0,-3.1051537653652987,-0.022497402990104325,-0.09435985304192411,-0.016629559470955867,0.03256163405179482,-0.05731633318342558,0.033561578705304705,0.06029624481650784,-0.018826322905757937,-0.05161958445328171
RBM19,1.0,-3.088854150115512,-0.05073332142493885,-0.10017878232141879,-0.1066403315560769,-0.11612878925453131,-0.06179826977065193,0.011201416253071283,-0.007673136848979491,0.0044396661610189405,0.04703947130267494
VANGL1,1.0,-3.0939301709575697,0.02469976812835082,-0.038999615563367174,-0.006626139393434137,-0.08553023583046193,-0.008053429399875125,0.1018730751612419,0.04634674317417414,0.07502119038555487,0.026717640898996774
THOC6,3.0,-3.0638764640250087,-0.5656302218951901,-0.47167219750604206,-0.10966870716834397,0.4332336680948728,0.5877581175455547,-0.5156867684196087,0.08055149118519524,0.01977286505584891,-0.4631327256540993
CSDE1,1.0,-3.0921192658762067,-0.10839498598974552,-0.12616282991559266,-0.050809547267581,0.0701709847084012,0.0414638447934266,0.10616042721521077,-0.02477215067141946,-0.008946184593127501,-0.013122255061493525
RGR,1.0,-3.0810041165189572,0.24292821691243083,-0.08665012682458077,0.27603820655529754,0.0765128660593501,0.006846010310654345,0.009812859521516604,0.016368776327923367,-0.1106654522507293,0.020430776020310383
WDR5,4.0,-2.9870095123402995,-0.9385043362500013,0.6240020872538264,0.564442435614163,-0.09709396313180724,0.042291320124754686,-0.16022014172543383,0.30125799965047295,-0.013827758561482452,0.4780074275334953
WDR24,1.0,-3.0819621292228963,-0.011853759596840006,-0.11178825577849147,-0.07940119750979538,-0.07535960290663885,-0.0250550817625134,-0.07198996792230243,-0.08820099290970089,-8.150255732071245E-4,-0.08676040307977492
TSR2,2.0,-3.104314186491766,-0.033298820494484786,-0.1452930826561389,-0.040408054293233894,0.09372459224842467,-0.06721985597363699,0.11959731259487101,-0.11088644633210473,0.011642982190786745,0.05902240312418773
PES1,1.0,-3.0795263324945163,-0.19757093948988064,-0.22934240099351888,-0.04304494078915498,0.20062786477378677,0.01750466654339806,0.2053766723414046,-0.3845662404356309,0.09323863405213591,0.23751375913347708
SNX13,1.0,-3.104487940102419,0.058122346788060573,-0.13479606166288874,0.08244619246817687,0.0021933784552673665,-0.06399344511591323,0.03076601845869207,0.0542663697389147,-0.0275273361485891,-0.03604351108446368
CEBPB,1.0,-2.7613849578293275,-0.684431079043373,1.8966487738453517,0.792251892587958,-0.13432985977448803,-0.16861677492631544,-0.5669719540124443,-0.7353022113541051,0.12016425271133287,0.31986495578617824
ELP3,3.0,-3.094568940212786,-0.0588455787373441,0.0012930502867061096,0.020169008586522902,0.018667220659556123,-0.13555249126422264,-0.010995018430095364,0.020302305831653274,-0.02070329874714254,-0.003682320301866796
UBE2D3,1.0,-2.9621519099434264,-0.5182852380144692,0.5866008445905743,-0.055736459494570394,-0.722289648964415,0.5378371536642524,1.1841275121003878,0.25939189127799245,-0.1206141449787972,-0.029987329004900722
NAA20,2.0,-3.1041270977963977,-0.011725173333289688,-0.08154351061521455,-0.03302085508276839,-0.0036720017714604964,-0.08992002162057815,0.032466604241678756,0.032887653103458724,-0.013020856584422577,0.0021380180112055285
NOC4L,2.0,-3.0765901202808092,-0.2899625932858706,-0.5106429286647691,-0.12850969596161563,0.5023410104300189,0.08256301874503699,0.4721845825652686,-0.8413858653602494,0.14786925503457987,0.34765583122114796
MED24,1.0,-3.0337603708174545,-0.3206664723423831,0.5377400379701507,0.44304161123403313,-0.05656301101081305,-0.32383651621438264,-0.2569115099602571,-0.20125366113792276,0.17142220285753698,0.3344307843737531
ELP6,2.0,-3.100744836302167,-0.0485756131051216,-0.031545983105058774,0.009937463372035627,0.025038287254547726,-0.11028570300421396,0.0069096791706683225,0.03853972806313744,-0.046629810801060906,0.0023802071763899795
RTCB,4.0,-3.10433887633948,-0.018510457496118644,-0.08080314974495824,-0.020176959510516748,0.041932103942633824,-0.07064423713590759,0.02971442731609513,0.05628795658108836,-0.014757235477070293,-0.01591334117874756
NAA25,2.0,-3.1064491258666815,-0.004526106769216884,-0.07913073987086287,-0.025368982898904862,0.01429346087363107,-0.08994217529166665,0.03669269197591541,0.04030165816424183,-0.015972029010666182,-0.005268033007645197
DDX54,3.0,-3.092015806180221,-0.09116740524296907,-0.08249410046045541,0.016483314113213462,0.08257929394110657,-0.07072159581921718,0.07432525718824608,-0.13857880526398367,0.03282801249112043,0.10878142491032049
DPH3,5.0,-3.1042031729914408,-0.02068333864751646,-0.11265111102087955,-0.036999964866758134,0.05475579842606523,-0.07461431849869035,0.0906811391869096,-0.03856435751784299,-0.0027816740315029223,0.04835351207373249
YEATS4,3.0,-3.0774260473080264,-0.2249489622404244,0.10550026622050158,0.08178596372380129,-0.08906675129146784,-0.09486254945305642,-0.03238609186939278,0.08424901889352301,0.07525899868880051,0.17952126831657433
AAR2,1.0,-3.103712855750432,-0.02082650895154918,-0.10261374353345051,-0.023293713297221488,0.0460816387788855,-0.0902963548250042,0.022243878264755556,0.06231692902513712,-0.017224634558825707,-0.03523772928131157
RIOK2,2.0,-3.0754110526008036,-0.23400252464534887,-0.4351310363301063,-0.1399791853121469,0.2851730479261951,0.10923146634720404,0.44381948084336675,-0.8358579101673543,0.1772768053095536,0.3445242711394349
ZNHIT3,3.0,-3.106594704870024,-0.015971616713346026,-0.07904367342320175,-0.016096229143117417,0.03593534708310528,-0.07731298940915539,0.034583104846111115,0.047941475546425444,-0.01812388357230104,8.479421762292313E-5
ITPK1,2.0,-3.0983048801285586,0.04566599716951853,-0.016909723014774083,-0.025174200880454294,0.034864060973199,-0.019023577719423517,0.05431044559593917,0.040145734666104556,-0.0314251407725613,0.0238770049024295
SEMG1,1.0,-3.1020902821589442,-6.236133430507362E-5,-0.05104336268249487,-0.01905178482796741,0.02565953534389383,-0.10471444280197259,0.030188844871348736,0.03358469754221335,0.001716799748997278,-0.006777230566201243
TAF2,3.0,-3.066744456627236,-0.4842176442045032,-0.011674090981561703,0.17902260480807658,0.21103959012876072,0.2067960863523486,-0.19652767366411864,0.42821305897448875,-0.03393293536915055,0.1420619417202686
IPMK,1.0,-3.09001830388889,0.19045829034758494,-0.019424196434560247,-0.024009758646443363,0.08635378120397318,0.06866679028125039,0.03787489918570077,0.05583049427762099,-0.04126243279452998,0.07594489719144516
RABIF,1.0,-3.1058487860337105,0.015230640624526472,-0.06063148621872385,-0.04072152405643954,0.04716059391868198,-0.09672051911472984,0.039865839600032336,0.06222737280790351,0.05394235467939077,-0.03435479886414604
TRMT112,4.0,-3.101968351754273,-0.05313130791390842,-0.15387725338090347,-0.037612018218063,0.11287794258996317,-0.06217642487472348,0.13443576932714504,-0.14892155941633275,0.012227442380885092,0.06675939133104139
RBM3,1.0,-3.1025076815011823,-0.0797308789160478,-0.12141402050569329,-0.01395822913062414,0.11925506953492782,0.013517238204402305,-0.03581515249991553,0.08915073096371513,-0.01842166901382278,-0.0754819045499983
NOL6,2.0,-3.0705204570084983,-0.3288823052148468,-0.5080489106187682,-0.12199769929627421,0.5110227343558156,0.07486126303603666,0.48496641401012036,-0.8828333973884546,0.14812941443053115,0.38800872241539064
COPS6,2.0,-2.9809691227371387,-0.8516101727262452,0.27464509887102456,0.034590035765597986,-0.6011278829806969,0.7373986546275939,1.0447640764440598,0.8657398411984015,-0.20546030058271933,-0.0680426729667897
UGCG,1.0,-3.0896630121464725,0.14038880228402947,0.11598323467425885,-0.1321513517213163,0.147762142102001,0.04862161182547497,0.03965703505214637,-0.019492600526452665,-0.2237904064863935,-0.10597250882327319
ALDOA,2.0,-3.079904235761728,-0.09347835414112465,0.12676097189500657,0.09350646451571366,0.010750777802059176,-0.1277067426752999,-0.03790003956307222,-0.0204812693648945,0.03814106456739433,0.06682731152290111
B3GALT6,2.0,-3.0853292690586134,0.12288758761118856,0.03656717962329148,-0.1014435760128745,0.1477298976493057,-0.19016522475886258,0.07076452849956481,0.14240478846070942,0.3632733956475661,-0.10003144926250213
B3GAT3,2.0,-3.0716021222963477,0.10616885264938428,0.17519764662180556,-0.057457566734020304,0.19579437586831197,-0.27691962023591843,0.0600879922945298,0.004589173163230582,0.1770068191984965,-0.32770428109172084
B4GALT7,2.0,-3.083323953888394,0.13119904649460065,0.02178516475217392,-0.1270349699112061,0.12693519229652092,-0.19852050348077654,0.049274078400358495,0.1401381473306187,0.3572000169971804,-0.0809686067973698
CAMLG,2.0,-3.0784572776163777,0.03417397565292805,-0.09359879478582742,-0.17103827375037528,0.035442406484828305,-0.1480103989325606,0.04158163556013493,-0.07622710284735819,-3.96370456759459E-4,0.22441851214375558
COG5,2.0,-3.041233953392217,0.12963600769541198,-0.45758787606932144,-0.8537952924920625,-0.687036478761653,-0.2479731188790542,-0.853555083174178,-0.18010740948854206,-0.2810280300307459,0.3842439901253079
COG7,2.0,-3.0431161109319578,0.13277925825160194,-0.4460548390642595,-0.8425277158054293,-0.6709047304463602,-0.2437065312316836,-0.8503789558754756,-0.17140371141099844,-0.2962930823884752,0.3883145293553304
EXT1,2.0,-3.0884053372221794,0.1098070548334148,0.024380628399350266,-0.09377835601518607,0.11422892060027538,-0.127802298259486,0.06273257590460675,0.11004330981266315,0.23579251702454604,-0.07576316108354567
