,pathogen-count,mashup:0,mashup:1,mashup:2,mashup:3,mashup:4,mashup:5,mashup:6,mashup:7,mashup:8,mashup:9
SNRPB2,1.0,-3.0360215296223525,-0.9406218816730171,-0.539265672234561,0.060227586858500395,0.886598742953656,0.9120316267844726,-0.5881419691299513,0.45424876442804746,7.953263274543586E-4,-0.42628812068836636
METTL14,1.0,-3.0915384718737164,-0.2522484111279129,-0.1486254537389075,0.0443481809431543,0.22839735677415746,0.146232418718116,-0.12041200645234543,0.24782169686147276,-0.027611168587729742,-0.03174398760915295
NCAPH2,1.0,-3.0924011603948514,-0.11209990437015685,-0.046046371582748935,-0.026740401609605068,-0.11372150688954966,-0.014115156184867179,-0.03868489078673732,-0.003241772797647534,0.009802352882288971,-0.006668632681750157
RNF138,1.0,-3.098640495926087,-0.06020972165059656,-0.04434119260644836,-0.02790683583117724,-0.05980279734701348,-0.03172183837658749,0.16530943027663136,0.09241727802923277,-0.043271003606881527,0.007944315225194508
DPH5,2.0,-3.1042713639744144,-0.015856258206745077,-0.10785855217574042,-0.03540990356129616,0.041535327268472234,-0.07087150297181112,0.07435594934229199,-0.021695191526886395,-0.0030860490731373503,0.011965481508871438
MET,1.0,-2.9038940606388577,0.8661872255392106,1.1436268704797636,-0.7531249177597505,0.4802927013161415,0.6152915279812928,-0.011430813641089605,-0.1271284085000412,0.02572354283303304,-0.21107946353191415
AP1S1,1.0,-3.0536132968151666,0.2732932560049039,-0.1134721526460395,-0.3527554425549215,-0.14142362038519865,0.06489486528777175,-0.2823586311473632,0.038257935242555156,-0.4309144779590528,0.4347570553668161
EMC4,2.0,-3.1060664774596707,5.455826863950764E-5,-0.08619329721877281,-0.02600961114823224,0.027288617168570464,-0.10945860910117224,0.05094033858504503,0.056303901623122966,-0.016292856116380396,-0.015895737978951524
TSNAXIP1,1.0,-3.1054720741900295,-0.01079381937121724,-0.07289148292757364,-0.02342452998247426,0.01899638164821636,-0.08605477751875328,0.028550018375462984,0.043515125761309545,-0.01731649303976879,-0.0038040481333745805
MMGT1,2.0,-3.105960200578046,1.0123671521852369E-4,-0.08462901332981561,-0.02757496512729498,0.01717341571526054,-0.09886489327891848,0.04585614581250977,0.04590002252026534,-0.02308805342074613,-0.014556706905443674
SUPT20H,3.0,-3.0785908045811095,-0.19970944643856514,0.10448558811943884,0.12330962607681789,0.030753940885586636,-0.10595266607630957,-0.08522109460201047,0.05717335050902833,-0.036881989845624776,0.1081476219462398
DYRK1A,4.0,-3.068947554287671,-0.19565451367993172,0.12496095622718778,0.08582626792600641,-0.04612510074973038,0.019275163605400065,-0.08922597362386492,-0.02184342781065428,0.12301297638936955,0.015760219069216277
VAC14,1.0,-3.089731801048094,0.030859463431141425,-0.11204424217872379,0.011847561355631885,0.017394834226216148,0.02258103112142844,0.05108249810485219,0.014840830060890596,-0.047945443663492945,0.04652190544468446
LRRC59,1.0,-3.0881676393181086,0.028791105093943132,-0.04415423071742265,-0.08629905685792492,-0.03258430270785188,-0.025345613228816975,0.006401840098102035,-0.05314260458813332,-0.014855733896507399,-0.012223618949260155
ATP6V0A4,1.0,-3.0911916524775567,0.02361154411517691,-0.10946700503212921,-0.10107183332688173,-0.038920151134798284,-0.08056754640719495,-0.03834790897316433,-0.021008325281259444,-0.04072799482903441,-0.04205387205609333
CACNA2D1,1.0,-3.064285523399373,0.2515962806013152,-0.13677218542784594,0.22241634151539502,-0.13311792750404505,0.21668733906152618,9.298343771934246E-4,-0.27703829952950304,0.20804345057942228,-0.16234042362150145
FBXW7,2.0,-2.9677654861907627,-0.4915783136132372,0.4621432166532058,-0.03560773282810942,-0.9151088610297995,0.6084295958111218,1.0935434851084633,0.29235851804165586,0.025177709642573178,-0.14437177187559128
SLIT2,1.0,-3.067880231069871,0.2725533802803301,0.10254902487453339,-0.2740786103466004,0.10488065376534936,0.10230192800130809,-0.06468440203318186,0.12136596227177357,0.2770276756917925,-0.01847814382746957
ZNF670,1.0,-3.0962876019183696,-0.026845086041557525,0.05289477054333878,0.01670128612887902,0.1004941572937702,-0.23852713574245368,0.06188004492796685,-0.14207564851265378,-0.35673755353357656,-0.41455398115869496
ASB10,1.0,-3.0892055731041825,-0.16215730452529203,-0.036753477615054084,-0.028886379448528572,-0.16964690985886535,0.10054232697869397,0.422375138306943,0.3376553999869588,-0.1262896889697652,-0.06544101773868985
ARIH1,1.0,-3.061748840334721,-0.05930138811522152,-0.025746881129483153,0.0449337903529159,0.04738355485631201,0.14185245686036563,0.3370613913922937,-0.21165243454438382,-0.21023069311006914,-0.29239893732570227
GSK3B,2.0,-2.795578451652104,-0.09493853203072776,0.7862754177457915,0.18519188517999766,-1.0580779942368457,0.9563743214823259,0.11140381335720846,-0.35604244257750006,0.6696677253187671,-0.1692404456724207
MTMR9,3.0,-3.104237939016499,0.04359323299347675,-0.06409467007380129,-0.03703718040245329,0.04433848384557573,-0.048158255399731,0.039214830436235575,0.05441726964289636,-0.02721046637618622,0.021377223546611503
ATG13,1.0,-3.0497959125729617,0.14941366756093705,-0.17763388258493532,0.0519368259455218,-0.31662506245875227,0.06038968600242841,-0.07969241690482823,-0.21939514138961141,0.0060278016630977245,-0.09450751666224796
CASP9,2.0,-3.0501791718254956,-0.012431971092371671,0.18066979221936744,-0.11415386269911576,-0.1657046640101861,0.15239197845122732,0.18455227644152591,-0.09935125512989104,0.053624636591216454,-0.13674713936203844
ODC1,1.0,-3.0612329199015327,-0.1985811108166261,0.15748049381701582,-0.026070045662204555,-0.4865230201164595,0.2730167914026607,0.4915223998925659,0.11174961025573979,0.025024179923917412,-0.1859392950201269
PAK2,1.0,-2.927547979484074,0.48408293466449837,0.7245832615353063,-0.5652494470098358,-0.2648836967587286,0.7855473570714234,0.4209821806613678,0.09908878404524432,0.7103343616682151,-0.16660879713226656
AP1M1,2.0,-3.0519673669273666,0.3076183436881405,-0.05209235294285695,-0.33236760422546746,-0.1032281537839324,0.1134908553237765,-0.2401375463890603,0.06298467537667986,-0.3814233841787726,0.44581707198868326
CLCN5,1.0,-3.106158803553029,0.002816567966609758,-0.09185094719448975,-0.05027205187659181,-0.005631691543711463,-0.09269860457111169,9.905719687282133E-4,0.03254972808535004,-0.03032422853175842,-0.007529780215483302
NCOA7,1.0,-3.096703081123702,-0.046406135714541275,0.03323327169928864,0.046470149427507025,0.02832526007837216,-0.1271244838259348,-0.0074659257354952185,6.333827458196401E-4,-0.01577440015156107,0.024198527078451503
YTHDF2,1.0,-3.1056945200015136,-0.014132216351324473,-0.08857185692501326,-0.024172610279281838,0.028175818371207976,-0.08762153780989004,0.03277091505868171,0.04378701028682929,-0.019074547043366915,-0.02046866984974759
ELAVL1,4.0,-3.0110857324545326,-0.8874485911951799,-0.39242987798251006,0.12124188435477425,0.7870152643230881,1.0020580802237238,-0.6435164471547086,0.2964729604940679,0.061510504474693396,-0.4722346004340606
RABGGTB,3.0,-3.0805766649670354,0.1061414018891157,-0.19807774044521465,-0.2904223950993082,-0.17123752477134083,-0.1498972127454795,-0.18124658586820158,0.019542767043364693,-0.026865473691234154,0.16418929821752842
LRPPRC,1.0,-3.0475508360717725,-0.12327984894021869,0.10251040615770883,-0.022905106109296372,0.09817335340171426,-0.06159587537033127,0.0814073921154434,-0.21975621485389887,-0.10130228114192942,-0.03989733312686816
ALG9,1.0,-3.1068298014180837,-0.0034618780429201707,-0.0855998202093283,-0.025499004297138875,0.028093665597261147,-0.09131937815205564,0.050173849637832106,0.036364106357734176,-0.019360186265663628,0.0018534370405406154
MRPS25,1.0,-3.0937565031687306,-0.03197257753203285,-0.23414391410376176,-0.05080246795755833,0.12046402363586498,-0.34176135949866965,0.20351154052673182,0.11821966009807383,-0.11012369265182098,-0.06912827178409238
HIF1A,1.0,-2.8352858688108467,-0.32428161130951283,1.3588564398305876,0.4229601876546276,-0.6331611834824499,0.5279007611405381,0.38243175620971087,-0.2536054294023989,0.18352056273868958,0.19598841116189336
DFFB,1.0,-3.081706616694286,-0.12756446877402347,0.049441226084901854,0.044413569701352636,0.003908969470653052,-0.05822361740185563,-0.08673209848046026,-0.041172087832071574,0.016052673072778065,-0.00832455364286717
HNRNPA0,1.0,-3.034618422416218,-0.8973803000252196,-0.4778947856625198,0.07352783344595167,0.8855160103604983,0.8712602949272871,-0.5863592861436696,0.41878709187252133,0.010371413434311982,-0.43709260531980915
ROR2,1.0,-3.042144768299613,0.3231145258730193,0.11129991263989847,0.08087720326767855,-0.16207557026975014,0.30858622138544156,0.03739722462609307,-0.053758328171892876,0.11516550323888385,0.20215395048541276
WRAP53,1.0,-3.067476943488946,-0.23328818578646432,-0.06106611843642442,-0.012868201305934435,-0.22485742060084668,0.039379270790026316,-0.06175665711130201,0.08606626485949387,0.006564234835082215,0.19701484193156993
SRM,1.0,-3.0978729994217677,-0.02732026065858425,0.006216234752157818,0.02780090022348094,0.02665585530233001,-0.1156859568936107,0.003834870794754173,-0.0010419822543239038,0.004693578190113207,0.01838865745682244
FNIP1,1.0,-3.0727562428407014,-0.03741188195025952,-0.035450775472620585,-0.03379973699646738,-0.11681510560110996,-0.05724160228142455,-0.06324489934131,-0.11836519816589855,0.011813692650487574,-0.012692745547858706
MTMR6,1.0,-3.0734956667909685,0.32865370180033193,0.035774287391131296,-0.12908240316182723,0.12072407905929267,0.1925486468179007,0.009109118746784424,0.07785703512245994,-0.07511634533856336,0.17184201736350643
CASP3,1.0,-2.8962343191413185,0.14046145674280955,0.7257332187681396,-0.36414895201135433,-0.20938294293978088,0.5368109732778146,0.0899839118430837,-0.27692422395688027,0.5867840511672875,-0.16770324919373847
HNRNPA2B1,1.0,-2.987521862605377,-1.1521572471329837,-0.35158045919502967,0.0926507795947218,0.8337256041015123,0.9699280234145069,-0.7332050798146742,0.2617946346708864,-0.06259892066649504,-0.4409698066890152
F11R,1.0,-3.0500904504636837,0.2253870325379171,0.2391598276909643,-0.25907103431832423,0.06683607751186069,0.08873552400979054,0.10705809438822857,0.07880559986786229,0.5280479235157857,-0.09911590274561188
C5AR2,1.0,-3.099445689874349,0.07131825382036251,-0.06726350521418628,-0.012571134082184895,0.08000497523799793,-0.09322815757628022,0.028053974992040667,0.08517771366251621,-0.04432441260110732,0.0542483668571063
NRF1,2.0,-3.0456495122224334,-0.3300202988647939,0.49688164106431,0.3675994928260579,0.051475473098790275,-0.5038774922571787,-0.17645466056342946,-0.3195211539400162,-0.3001617341113516,-0.12100885802142565
SLC35A2,2.0,-3.1073308630565153,-5.272546786555402E-4,-0.07928654877838341,-0.021748288546246556,0.025706711440552102,-0.09155601444477961,0.04018482491356815,0.046276726998318765,-0.01907733995998173,-0.010689184814200869
ELP2,3.0,-3.0780612795057407,-0.06596077204448894,0.20532484488410116,0.06230905367502798,0.1191884467545307,-0.20770141232539033,-0.009263104318569994,-0.15883901566332026,-0.34209917787546185,-0.33472863926169744
ARPC5,1.0,-2.96457299339962,0.9400160860905277,0.37950733057273855,-0.8123236837910841,0.33667132657330207,0.6965236248734494,-0.09281785066161839,0.4715421885982028,-0.5301024607021712,1.1367618009385245
PPA2,1.0,-3.1066899077963015,0.00701376239026617,-0.07654439436095771,-0.025716561192615384,0.029497030967759116,-0.08980021201442066,0.03852926518665422,0.05026166077315754,-0.00593898643164987,-0.011429474146495111
FLCN,1.0,-3.0748311252770097,-0.029392424254109206,-0.08642529308319044,-0.10746255245398696,-0.10633870309394503,-0.0583508804034081,-0.09856032941047818,-0.0799028203755102,0.009228161311518457,-0.034606834896380875
