id	num	neg_score	neg_p_value	neg_fdr	neg_rank	neg_goodsgrna	neg_lfc	pos_score	pos_p_value	pos_fdr	pos_rank	pos_goodsgrna	pos_lfc
Tcf4	4	0.44525	0.58283	1	11648	1	0.11277	0.051313	0.12364	0.99214	2512	2	0.11277
Dohh	4	0.88162	0.88129	1	18277	0	0.23283	0.051373	0.12377	0.992438	2513	3	0.23283
Mafk	4	0.98463	0.98462	1	20636	0	0.13537	0.051385	0.12379	0.992438	2514	3	0.13537
Adra1d	4	0.96123	0.96113	1	20072	0	0.10917	0.051474	0.12395	0.993329	2515	3	0.10917
NO_SITE_771	1	0.94844	0.94865	1	19745	0	0.22002	0.051556	0.051612	0.901083	2516	1	0.22002
Col6a3	4	0.86216	0.86179	1	17876	0	0.11302	0.051559	0.12412	0.993492	2517	3	0.11302
Vmn2r121	4	0.70929	0.7267	1	14940	1	0.062464	0.051565	0.12413	0.993492	2518	2	0.062464
Copz2	4	0.96131	0.96122	1	20073	0	0.10252	0.051581	0.12416	0.993492	2519	3	0.10252
Gm2058	3	0.94696	0.94712	1	19709	0	0.18889	0.051592	0.11698	0.976552	2520	2	0.18889
Atp5o	4	0.68591	0.71075	1	14583	1	0.12943	0.051677	0.12435	0.993692	2521	3	0.12943
Ltk	4	0.51544	0.61471	1	12394	1	0.10318	0.051688	0.12437	0.993692	2522	3	0.10318
Epb41l4a	4	0.50661	0.61057	1	12288	1	0.14398	0.05176	0.12452	0.993933	2523	3	0.14398
Lamb2	4	0.79898	0.79937	1	16521	1	0.14127	0.051799	0.12459	0.993933	2524	3	0.14127
A730035I17Rik	4	0.24754	0.38576	1	7723	2	-0.023419	0.051807	0.12461	0.993933	2525	1	-0.023419
Slitrk2	4	0.030162	0.080599	0.952072	1707	1	0.10313	0.051845	0.12468	0.993933	2526	3	0.10313
Zfp280d	4	0.12456	0.25672	1	5120	2	0.016274	0.051872	0.12473	0.993933	2527	2	0.016274
Tceal1	4	0.92712	0.9269	1	19264	0	0.1208	0.051881	0.12475	0.993933	2528	3	0.1208
Lipt1	4	0.2333	0.37098	1	7437	1	0.13338	0.051903	0.12479	0.993933	2529	3	0.13338
Pnpla5	4	0.18449	0.3199	1	6413	1	0.11476	0.05192	0.12482	0.993933	2530	2	0.11476
Xlr4a	5	0.84148	0.84577	1	17441	1	0.092161	0.052001	0.14533	1	2531	4	0.092161
Olfr1218	4	0.93323	0.93299	1	19400	0	0.10743	0.052018	0.12502	0.994745	2532	3	0.10743
Gm9830	1	0.94795	0.94816	1	19735	0	0.317	0.052046	0.052094	0.901083	2533	1	0.317
D630039A03Rik	4	0.94885	0.94878	1	19757	0	0.10572	0.052093	0.12516	0.994973	2534	3	0.10572
4933403O08Rik	4	0.79206	0.79297	1	16393	1	0.12037	0.052103	0.12519	0.994973	2535	3	0.12037
Ccdc167	4	0.92775	0.92751	1	19280	0	0.021635	0.052145	0.12527	0.994985	2536	1	0.021635
Ttc39a	4	0.14922	0.28276	1	5648	1	0.13964	0.052152	0.12528	0.994985	2537	3	0.13964
Cep70	5	0.13467	0.27784	1	5328	2	-0.030886	0.05222	0.14583	1	2538	2	-0.030886
NO_SITE_910	1	0.9477	0.94789	1	19728	0	0.22601	0.052298	0.052349	0.902403	2539	1	0.22601
Med16	4	0.83438	0.83391	1	17276	0	0.13439	0.052305	0.12559	0.995073	2540	3	0.13439
1700001C02Rik	4	0.77819	0.7807	1	16120	1	0.11731	0.052312	0.1256	0.995073	2541	3	0.11731
Zfp523	4	0.042054	0.10482	0.961532	2186	2	0.027871	0.052323	0.12562	0.995073	2542	2	0.027871
5430427O19Rik	4	0.42612	0.57225	1	11396	1	0.099011	0.052327	0.12563	0.995073	2543	3	0.099011
Ankar	4	0.53415	0.62386	1	12605	1	0.08337	0.052338	0.12565	0.995073	2544	2	0.08337
Vmn1r188	6	0.9936	0.99354	1	20886	0	0.085966	0.052363	0.14868	1	2545	4	0.085966
Sf3b2	4	0.40359	0.54874	1	10908	2	0.042982	0.052387	0.12576	0.995073	2546	2	0.042982
Arhgap4	4	0.95239	0.95225	1	19856	0	0.11812	0.052435	0.12585	0.995073	2547	2	0.11812
Tectb	4	0.92731	0.92709	1	19271	0	0.093059	0.052446	0.12587	0.995073	2548	2	0.093059
H2bc21	4	0.89929	0.899	1	18633	0	0.11877	0.052449	0.12588	0.995073	2549	3	0.11877
Adrm1	4	0.98199	0.98199	1	20559	0	0.11044	0.052456	0.12589	0.995073	2550	3	0.11044
Npy2r	4	0.97675	0.9767	1	20432	0	0.11732	0.052579	0.12614	0.995073	2551	3	0.11732
Ehmt2	4	0.7999	0.8002	1	16536	1	0.11749	0.052601	0.12618	0.995073	2552	3	0.11749
Cntnap5a	4	0.81541	0.81511	1	16860	1	0.089821	0.052623	0.12623	0.995073	2553	3	0.089821
Ydjc	4	0.21711	0.35409	1	7099	2	0.018794	0.052654	0.12628	0.995073	2554	2	0.018794
Slc31a1	4	0.71825	0.73312	1	15093	1	0.10638	0.052666	0.1263	0.995073	2555	2	0.10638
Mup3	4	0.65281	0.6894	1	14096	1	0.072827	0.052676	0.12632	0.995073	2556	2	0.072827
Pip4k2a	4	0.89702	0.89675	1	18589	0	0.11875	0.05268	0.12633	0.995073	2557	3	0.11875
Rimbp3	4	0.65781	0.69257	1	14159	1	0.1342	0.052702	0.12636	0.995073	2558	3	0.1342
Lonp1	4	0.82084	0.82045	1	16978	0	0.17849	0.052724	0.12641	0.995073	2559	3	0.17849
Fgl1	4	0.82978	0.82932	1	17184	0	0.042331	0.052725	0.12641	0.995073	2560	2	0.042331
Rtn1	4	0.15118	0.28485	1	5698	1	0.093667	0.052738	0.12643	0.995073	2561	3	0.093667
Lilra6	4	0.39807	0.54294	1	10777	2	0.03013	0.052773	0.12651	0.995073	2562	2	0.03013
Hmgcl	4	0.17504	0.30995	1	6204	2	0.086624	0.052776	0.12651	0.995073	2563	2	0.086624
Gm6664	1	0.9472	0.94738	1	19717	0	0.20851	0.052801	0.05284	0.902679	2564	1	0.20851
Kcnd1	4	0.070318	0.15986	0.992267	3236	3	-0.096103	0.05287	0.12669	0.995073	2565	1	-0.096103
Tm9sf3	4	0.70502	0.72371	1	14859	1	0.12118	0.052876	0.1267	0.995073	2566	3	0.12118
Pcdha10	4	0.89414	0.89387	1	18538	0	0.11241	0.052927	0.1268	0.995475	2567	3	0.11241
Ly6g6d	5	0.87961	0.87973	1	18237	1	0.1373	0.052968	0.14763	1	2568	3	0.1373
Olfr767	3	0.15498	0.25358	1	5784	1	0.042899	0.052969	0.11888	0.979942	2569	1	0.042899
Arhgap26	4	0.09282	0.20173	1	4029	2	-0.00052356	0.053015	0.12696	0.995684	2570	2	-0.00052356
NO_SITE_822	1	0.94697	0.94716	1	19710	0	0.33045	0.053027	0.05305	0.902679	2571	1	0.33045
Tst	4	0.36935	0.51286	1	10231	2	-0.0063459	0.053063	0.12706	0.995684	2572	1	-0.0063459
Tnfrsf12a	4	0.38604	0.53025	1	10544	1	0.013764	0.053111	0.12714	0.995684	2573	1	0.013764
Mex3c	4	0.95928	0.9592	1	20025	0	0.12354	0.053123	0.12716	0.995684	2574	3	0.12354
Rhbdd2	4	0.84554	0.84503	1	17528	0	0.13959	0.05313	0.12717	0.995684	2575	3	0.13959
NO_SITE_838	1	0.94682	0.94702	1	19706	0	0.18353	0.053178	0.053189	0.903789	2576	1	0.18353
Cpne4	4	0.15345	0.28722	1	5752	1	0.11029	0.053182	0.12728	0.995684	2577	3	0.11029
Lcn11	4	0.68818	0.71224	1	14614	1	0.1224	0.053254	0.12743	0.995684	2578	3	0.1224
Cfap44	4	0.96666	0.96655	1	20195	0	0.12387	0.053256	0.12744	0.995684	2579	2	0.12387
Lhx5	4	0.69996	0.72012	1	14793	1	0.13429	0.053261	0.12745	0.995684	2580	3	0.13429
Gpr75	4	0.33657	0.47844	1	9525	1	0.033892	0.053304	0.12753	0.995684	2581	2	0.033892
Jph1	4	0.96604	0.96593	1	20170	0	0.13788	0.053305	0.12753	0.995684	2582	3	0.13788
NO_SITE_120	1	0.94668	0.94688	1	19700	0	0.26311	0.053316	0.053334	0.90459	2583	1	0.26311
Olfr1336	4	0.25164	0.38998	1	7809	1	-0.001594	0.053353	0.12764	0.995684	2584	1	-0.001594
Pcdhga9	4	0.92649	0.92629	1	19251	0	0.12319	0.053399	0.12773	0.995684	2585	3	0.12319
Olfr1395	4	0.97742	0.9774	1	20448	0	0.23759	0.053449	0.12782	0.995684	2586	2	0.23759
Stk11ip	4	0.75768	0.76354	1	15745	1	0.075581	0.053478	0.12788	0.995684	2587	2	0.075581
Hus1b	4	0.49234	0.60396	1	12133	1	0.099295	0.053479	0.12788	0.995684	2588	3	0.099295
NO_SITE_537	1	0.94651	0.9467	1	19696	0	0.22666	0.053492	0.053511	0.90562	2589	1	0.22666
Tlnrd1	4	0.98189	0.9819	1	20555	0	0.14622	0.053497	0.12791	0.995684	2590	3	0.14622
Il23r	4	0.97516	0.97507	1	20397	0	0.1152	0.053538	0.12799	0.995684	2591	3	0.1152
Bod1l	4	0.22044	0.35756	1	7168	2	0.024659	0.053546	0.128	0.995684	2592	2	0.024659
Abcf3	4	0.97545	0.97535	1	20403	0	0.0717	0.053642	0.12819	0.996808	2593	2	0.0717
Wnt7a	4	0.012861	0.042519	0.915175	927	3	-0.17392	0.05369	0.12829	0.997176	2594	1	-0.17392
Ninj2	4	0.92873	0.9285	1	19308	0	0.10251	0.053805	0.12852	0.998619	2595	3	0.10251
Pik3r1	4	0.96822	0.9681	1	20239	0	0.12375	0.053873	0.12866	0.998841	2596	3	0.12375
Actr6	4	0.6151	0.66714	1	13594	1	0.068296	0.053883	0.12868	0.998841	2597	2	0.068296
Syne3	4	0.93251	0.93224	1	19383	0	0.13311	0.053889	0.12869	0.998841	2598	3	0.13311
Ylpm1	4	0.85227	0.85182	1	17675	0	0.094055	0.053985	0.12887	0.999289	2599	2	0.094055
Arsg	4	0.72741	0.73991	1	15230	1	0.074316	0.053999	0.1289	0.999289	2600	3	0.074316
Gm45928	2	0.946	0.94595	1	19683	0	0.10627	0.054004	0.095909	0.968415	2601	2	0.10627
Psmc1	4	0.92435	0.92416	1	19201	0	0.19639	0.054009	0.12893	0.999289	2602	3	0.19639
Dusp10	4	0.9553	0.95517	1	19923	0	0.11543	0.054058	0.12902	0.999289	2603	3	0.11543
Stmn1	4	0.24522	0.3833	1	7665	1	0.14989	0.054096	0.1291	0.999289	2604	3	0.14989
Slk	4	0.79344	0.79421	1	16420	1	0.10462	0.054124	0.12916	0.999289	2605	3	0.10462
NO_SITE_331	1	0.94584	0.94601	1	19679	0	0.19251	0.054159	0.054165	0.905841	2606	1	0.19251
Fntb	4	0.71345	0.72966	1	15015	1	0.057682	0.054173	0.12924	0.999289	2607	2	0.057682
2810459M11Rik	4	0.87299	0.87264	1	18111	0	0.10825	0.054242	0.12937	0.999289	2608	3	0.10825
Mta2	4	0.20255	0.33881	1	6809	1	0.030031	0.054318	0.12951	0.999289	2609	2	0.030031
Aspm	4	0.69851	0.71917	1	14762	1	0.075405	0.05432	0.12952	0.999289	2610	2	0.075405
Pdrg1	4	0.41799	0.56375	1	11237	1	0.31038	0.054344	0.12957	0.999289	2611	3	0.31038
Vangl2	4	0.15487	0.28873	1	5782	1	0.091269	0.054382	0.12964	0.999289	2612	2	0.091269
Rhbg	4	0.13875	0.27183	1	5414	1	0.097073	0.054389	0.12966	0.999289	2613	3	0.097073
Naf1	4	0.62985	0.67576	1	13790	1	0.092922	0.054394	0.12967	0.999289	2614	2	0.092922
Mettl8	4	0.27048	0.40956	1	8210	2	0.054138	0.054431	0.12974	0.999289	2615	2	0.054138
Olfr1394	4	0.83568	0.83518	1	17305	0	0.12732	0.054493	0.12986	0.999373	2616	3	0.12732
Olfr122	3	0.50143	0.54202	1	12236	1	0.15422	0.054556	0.12107	0.985154	2617	2	0.15422
Tex38	4	0.61583	0.66758	1	13602	1	0.10755	0.054559	0.12998	0.999373	2618	3	0.10755
Esam	4	0.20446	0.34078	1	6860	2	0.0543	0.054559	0.12998	0.999373	2619	2	0.0543
Klrb1	4	0.019202	0.057598	0.938615	1235	2	-0.025545	0.054607	0.13007	0.999493	2620	1	-0.025545
2700049A03Rik	4	0.051468	0.12343	0.969004	2564	1	0.10675	0.05464	0.13013	0.999493	2621	3	0.10675
Pld4	4	0.19613	0.33212	1	6675	2	0.026695	0.054655	0.13015	0.999493	2622	2	0.026695
Hsdl1	4	0.61534	0.66727	1	13596	1	0.10931	0.054714	0.13027	0.999493	2623	3	0.10931
Trabd	4	0.15814	0.29218	1	5861	1	0.019284	0.0548	0.13044	0.999493	2624	1	0.019284
Mvb12a	4	0.61706	0.6683	1	13621	1	0.1021	0.054803	0.13044	0.999493	2625	3	0.1021
Rnf149	4	0.25681	0.39541	1	7924	1	0.09044	0.054817	0.13047	0.999493	2626	2	0.09044
Atg4c	4	0.89121	0.89096	1	18472	0	0.11939	0.05483	0.1305	0.999493	2627	2	0.11939
Crip2	4	0.61877	0.66931	1	13652	1	0.051159	0.054848	0.13054	0.999493	2628	2	0.051159
Mtmr3	4	0.42306	0.56904	1	11332	1	0.094251	0.05488	0.1306	0.999493	2629	2	0.094251
Zc3h6	4	0.57783	0.64635	1	13120	1	0.087679	0.054892	0.13062	0.999493	2630	2	0.087679
Gpatch4	4	0.96714	0.96702	1	20212	0	0.090793	0.054936	0.1307	0.999493	2631	3	0.090793
Ube2v1	2	0.94506	0.94501	1	19663	0	0.11982	0.054937	0.097503	0.968415	2632	2	0.11982
Galr1	4	0.95039	0.95031	1	19802	0	0.092019	0.055041	0.1309	0.999493	2633	3	0.092019
Unc119b	4	0.30744	0.44809	1	8963	1	0.067024	0.055054	0.13093	0.999493	2634	2	0.067024
Prxl2c	4	0.5593	0.63662	1	12899	1	0.12094	0.055085	0.13099	0.999493	2635	3	0.12094
Tph2	4	0.11507	0.24145	1	4812	2	-0.089407	0.055089	0.13101	0.999493	2636	1	-0.089407
Gm3317	1	0.94487	0.94508	1	19660	0	0.24189	0.055127	0.055105	0.905841	2637	1	0.24189
Necap2	4	0.90873	0.90845	1	18864	0	0.1342	0.055129	0.13108	0.999493	2638	3	0.1342
Aimp1	4	0.57909	0.64704	1	13135	1	-0.0091467	0.055138	0.1311	0.999493	2639	1	-0.0091467
Gria2	4	0.34074	0.48285	1	9619	1	0.089475	0.055159	0.13114	0.999493	2640	3	0.089475
Igfbp2	4	0.93983	0.93974	1	19550	0	0.1092	0.055179	0.13118	0.999493	2641	3	0.1092
Psg28	4	0.85518	0.85478	1	17729	0	0.090213	0.055186	0.13118	0.999493	2642	2	0.090213
Rps15a	2	0.50152	0.50423	1	12238	1	0.14246	0.055193	0.097952	0.968415	2643	1	0.14246
Mmgt2	4	0.34646	0.48888	1	9739	1	-0.074832	0.055234	0.13128	0.999507	2644	1	-0.074832
Rnaset2a	8	0.082432	0.23427	1	3674	4	-0.021393	0.055307	0.17258	1	2645	3	-0.021393
Zfp267	4	0.18762	0.32316	1	6486	2	-0.082209	0.05533	0.13147	0.999991	2646	1	-0.082209
Gm10356	3	0.82108	0.82102	1	16985	0	0.15313	0.055385	0.12224	0.989565	2647	2	0.15313
Katnb1	4	0.95559	0.95548	1	19928	0	0.091429	0.055393	0.13158	0.999991	2648	3	0.091429
Polr1b	4	0.86629	0.8659	1	17958	0	0.3239	0.055416	0.13161	0.999991	2649	3	0.3239
Hbp1	3	0.62247	0.63215	1	13690	1	-0.017322	0.055477	0.12236	0.989565	2650	1	-0.017322
Dhrs4	4	0.98455	0.98454	1	20629	0	0.12528	0.055501	0.13177	0.999991	2651	3	0.12528
Gpr151	4	0.82654	0.8261	1	17103	0	0.099208	0.055517	0.1318	0.999991	2652	2	0.099208
Ifi204	6	0.44509	0.62517	1	11646	2	0.065365	0.055526	0.15555	1	2653	3	0.065365
Tlk1	4	0.28088	0.42043	1	8427	2	-0.013768	0.055571	0.13192	0.999991	2654	2	-0.013768
Gjb1	4	0.74954	0.75704	1	15594	1	0.12886	0.055606	0.13198	0.999991	2655	3	0.12886
Ivl	4	0.93369	0.93346	1	19412	0	0.095981	0.055617	0.132	0.999991	2656	2	0.095981
NO_SITE_840	1	0.94438	0.94459	1	19654	0	0.21878	0.055618	0.055578	0.907168	2657	1	0.21878
Tcea3	4	0.65335	0.68974	1	14105	1	0.13379	0.055628	0.13203	0.999991	2658	3	0.13379
Gm7690	1	0.94437	0.94458	1	19652	0	0.2865	0.05563	0.055586	0.907168	2659	1	0.2865
2900026A02Rik	4	0.61305	0.66596	1	13579	1	0.023658	0.055716	0.13221	0.999991	2660	2	0.023658
Itprip	4	0.17408	0.30897	1	6181	1	0.08176	0.05573	0.13224	0.999991	2661	2	0.08176
Zdhhc23	4	0.076314	0.17121	0.99785	3443	1	0.11328	0.055748	0.13227	0.999991	2662	3	0.11328
Csta2	7	0.46348	0.67726	1	11837	1	0.081121	0.055758	0.17155	1	2663	4	0.081121
Hjurp	4	0.98213	0.98212	1	20565	0	0.15859	0.055838	0.13244	0.999991	2664	3	0.15859
Slco5a1	4	0.35444	0.49718	1	9897	2	-0.028514	0.05586	0.13249	0.999991	2665	1	-0.028514
Strn4	4	0.50186	0.60832	1	12242	1	0.10192	0.055875	0.13252	0.999991	2666	3	0.10192
Olfr876	4	0.82577	0.82533	1	17082	0	0.12727	0.055905	0.13258	0.999991	2667	3	0.12727
Vmn1r176	2	0.94409	0.94404	1	19644	0	0.13367	0.055908	0.099131	0.968415	2668	2	0.13367
Tmem168	4	0.42884	0.57516	1	11457	1	0.056241	0.055909	0.13258	0.999991	2669	2	0.056241
B3gnt7	4	0.7221	0.73593	1	15154	1	0.084982	0.055938	0.13266	0.999991	2670	2	0.084982
Limd2	4	0.76117	0.76642	1	15802	1	0.044882	0.055957	0.1327	0.999991	2671	2	0.044882
Pabpc1	4	0.37123	0.51482	1	10274	2	0.16142	0.055982	0.13273	0.999991	2672	2	0.16142
Gm38666	4	0.51321	0.61363	1	12367	1	0.10094	0.055988	0.13275	0.999991	2673	3	0.10094
Angpt4	4	0.30801	0.44869	1	8974	1	0.090262	0.056007	0.13279	0.999991	2674	2	0.090262
Padi4	4	0.95485	0.95469	1	19915	0	0.13219	0.05604	0.13286	0.999991	2675	3	0.13219
Scg3	4	0.87005	0.86967	1	18039	0	0.036381	0.05615	0.13306	0.999991	2676	1	0.036381
4930526A20Rik	1	0.94384	0.94403	1	19639	0	0.4357	0.056159	0.056128	0.908853	2677	1	0.4357
Grm1	4	0.76119	0.76643	1	15803	1	0.090375	0.056183	0.13312	0.999991	2678	3	0.090375
Gm5866	2	0.63222	0.63193	1	13830	0	0.12052	0.056195	0.09961	0.968415	2679	1	0.12052
Foxo6	4	0.96291	0.96282	1	20105	0	0.10816	0.056198	0.13315	0.999991	2680	3	0.10816
Olfr520	4	0.30649	0.44707	1	8944	1	0.10229	0.056208	0.13318	0.999991	2681	2	0.10229
Narf	4	0.90355	0.90326	1	18723	0	0.11654	0.056243	0.13324	0.999991	2682	3	0.11654
Rhox2b	2	0.94375	0.9437	1	19636	0	0.18119	0.056254	0.099712	0.968415	2683	2	0.18119
Pars2	4	0.66593	0.69772	1	14292	1	0.148	0.056294	0.13334	0.999991	2684	2	0.148
Kbtbd6	1	0.94369	0.94388	1	19632	0	0.21719	0.056309	0.056269	0.908853	2685	1	0.21719
Bcl11b	4	0.90691	0.90667	1	18825	0	0.1025	0.056333	0.13342	0.999991	2686	3	0.1025
Tm4sf5	4	0.28936	0.42928	1	8605	2	0.015652	0.056342	0.13344	0.999991	2687	2	0.015652
Diaph3	4	0.69454	0.71654	1	14700	1	0.114	0.056347	0.13345	0.999991	2688	3	0.114
Bhlhe22	4	0.6975	0.71848	1	14745	1	0.11061	0.056364	0.13349	0.999991	2689	3	0.11061
Lrsam1	4	0.15307	0.28682	1	5742	2	0.031536	0.056422	0.1336	0.999991	2690	2	0.031536
Ntng1	4	0.96299	0.9629	1	20107	0	0.10149	0.056523	0.13376	0.999991	2691	2	0.10149
Mfsd2b	4	0.81913	0.81874	1	16940	0	0.088426	0.056541	0.13379	0.999991	2692	3	0.088426
Pla2r1	4	0.90515	0.90485	1	18764	0	0.085195	0.056567	0.13385	0.999991	2693	3	0.085195
Nufip1	4	0.66175	0.69501	1	14219	1	0.11716	0.056597	0.1339	0.999991	2694	3	0.11716
Tesk1	4	0.58351	0.64942	1	13198	1	0.090984	0.056605	0.13391	0.999991	2695	3	0.090984
Aldh3b1	4	0.64556	0.68504	1	14001	1	0.13341	0.056612	0.13393	0.999991	2696	3	0.13341
Map2k3	4	0.59708	0.6569	1	13370	1	0.099238	0.05662	0.13395	0.999991	2697	3	0.099238
Zfp759	4	0.95536	0.95525	1	19924	0	0.10448	0.05665	0.13402	0.999991	2698	3	0.10448
Pfn1	4	0.9832	0.9832	1	20590	0	0.26223	0.056658	0.13404	0.999991	2699	3	0.26223
Arhgap6	4	0.81374	0.81345	1	16822	1	0.066386	0.056675	0.13408	0.999991	2700	2	0.066386
Pin1rt1	4	0.54403	0.62878	1	12728	1	0.030475	0.056679	0.13409	0.999991	2701	1	0.030475
Olfr486	4	0.26921	0.40821	1	8185	1	0.11688	0.056711	0.13414	0.999991	2702	3	0.11688
Cisd1	4	0.70844	0.72611	1	14923	1	0.1452	0.056718	0.13416	0.999991	2703	3	0.1452
Obsl1	4	0.37335	0.51704	1	10316	1	0.07387	0.056738	0.13419	0.999991	2704	2	0.07387
Pik3cg	4	0.8661	0.86572	1	17952	0	0.0061976	0.056776	0.13425	0.999991	2705	1	0.0061976
Greb1	4	0.66641	0.69803	1	14299	1	0.10706	0.056809	0.13431	0.999991	2706	3	0.10706
Zfp185	4	0.20506	0.34141	1	6873	2	-0.015757	0.056824	0.13434	0.999991	2707	1	-0.015757
Npl	4	0.94988	0.9498	1	19785	0	0.11932	0.056827	0.13434	0.999991	2708	3	0.11932
Abca13	4	0.17799	0.31303	1	6276	1	-0.033774	0.05692	0.13452	0.999991	2709	1	-0.033774
Chst1	4	0.86503	0.86467	1	17927	0	0.12368	0.056945	0.13457	0.999991	2710	3	0.12368
Traf4	4	0.039372	0.099467	0.957397	2097	1	0.10288	0.056957	0.13459	0.999991	2711	3	0.10288
Ghsr	4	0.96978	0.96967	1	20274	0	0.10913	0.056966	0.1346	0.999991	2712	2	0.10913
Kcnmb3	4	0.55141	0.63252	1	12799	1	0.11384	0.056976	0.13462	0.999991	2713	3	0.11384
Ntn5	4	0.081753	0.18134	0.999007	3651	1	0.095017	0.056983	0.13464	0.999991	2714	3	0.095017
Pmvk	4	0.12598	0.25822	1	5148	2	-0.085332	0.057161	0.13497	1	2715	2	-0.085332
Edem2	4	0.92379	0.92364	1	19184	0	0.11982	0.057207	0.13505	1	2716	2	0.11982
Pmaip1	4	0.96931	0.9692	1	20262	0	0.064724	0.057209	0.13505	1	2717	2	0.064724
Ncapd3	4	0.97629	0.97621	1	20423	0	0.10702	0.057296	0.13521	1	2718	2	0.10702
Gtf2i	4	0.82395	0.82355	1	17054	0	0.10589	0.057302	0.13522	1	2719	3	0.10589
Cul7	4	0.51783	0.61591	1	12423	1	-0.041464	0.057353	0.13532	1	2720	1	-0.041464
NO_SITE_300	1	0.94265	0.94287	1	19607	0	0.28729	0.057353	0.057324	0.91463	2721	1	0.28729
Zgpat	4	0.53182	0.62269	1	12576	1	0.093751	0.057359	0.13533	1	2722	2	0.093751
Kcnip3	4	0.23289	0.37056	1	7430	1	0.075132	0.057397	0.1354	1	2723	2	0.075132
Speg	4	0.3889	0.53327	1	10602	1	0.12589	0.057416	0.13544	1	2724	3	0.12589
Cenpu	4	0.2377	0.37551	1	7526	2	-0.0044743	0.057449	0.1355	1	2725	2	-0.0044743
Neto1	4	0.91717	0.91698	1	19046	0	0.10049	0.057538	0.13567	1	2726	3	0.10049
Bmp15	4	0.42373	0.56972	1	11345	2	0.066573	0.057588	0.13576	1	2727	2	0.066573
Tmigd1	4	0.62389	0.67234	1	13714	1	0.087138	0.057591	0.13576	1	2728	3	0.087138
Zscan12	4	0.75606	0.76225	1	15708	1	0.096583	0.057594	0.13577	1	2729	2	0.096583
Micos10	4	0.34777	0.49024	1	9764	1	0.032236	0.057642	0.13587	1	2730	2	0.032236
Cnnm4	4	0.88157	0.88125	1	18275	0	0.088205	0.057691	0.13597	1	2731	3	0.088205
Selenow	4	0.043855	0.10841	0.961532	2258	1	0.06431	0.057738	0.13605	1	2732	2	0.06431
Slc22a2	4	0.86053	0.86012	1	17850	0	0.15561	0.057744	0.13606	1	2733	3	0.15561
F830045P16Rik	4	0.35808	0.50099	1	9987	1	0.093915	0.057786	0.13615	1	2734	2	0.093915
Olfr679	6	0.26588	0.46493	1	8110	2	-0.017648	0.057826	0.16058	1	2735	2	-0.017648
1110012L19Rik	4	0.26299	0.40179	1	8048	1	0.010199	0.057834	0.13624	1	2736	2	0.010199
Dapk1	4	0.77838	0.78087	1	16124	1	0.10159	0.057897	0.13638	1	2737	3	0.10159
Snx20	4	0.031391	0.083158	0.952072	1756	2	0.075049	0.057919	0.13642	1	2738	2	0.075049
Fam228b	4	0.84735	0.84687	1	17571	0	0.085102	0.057945	0.13648	1	2739	2	0.085102
Pid1	4	0.8213	0.82089	1	16991	0	0.098268	0.057989	0.13655	1	2740	3	0.098268
Qrsl1	4	0.35352	0.49626	1	9877	2	0.071134	0.057996	0.13656	1	2741	2	0.071134
Fam240a	4	0.97982	0.97984	1	20508	0	0.092588	0.058027	0.13662	1	2742	3	0.092588
Tacc2	4	0.36976	0.51329	1	10239	2	0.043121	0.05806	0.13668	1	2743	2	0.043121
Neurl4	4	0.97777	0.97776	1	20456	0	0.08015	0.058075	0.13671	1	2744	3	0.08015
Zfp558	4	0.63858	0.68087	1	13898	1	0.12766	0.058089	0.13673	1	2745	3	0.12766
Tcea2	4	0.62515	0.67306	1	13729	1	0.038413	0.058123	0.13679	1	2746	2	0.038413
Asns	4	0.10507	0.22386	1	4459	1	0.10788	0.058124	0.13679	1	2747	2	0.10788
Stmn3	4	0.060857	0.14163	0.988137	2885	2	-0.049049	0.058171	0.13688	1	2748	2	-0.049049
Tuba1a	2	0.91732	0.91726	1	19050	0	0.40248	0.058198	0.10295	0.97011	2749	2	0.40248
Clec3a	4	0.53506	0.62429	1	12617	1	0.10518	0.05829	0.13712	1	2750	3	0.10518
Olfr1000	4	0.36552	0.50876	1	10162	2	0.051535	0.058302	0.13715	1	2751	2	0.051535
Pitpna	4	0.92409	0.9239	1	19195	0	0.14378	0.058354	0.13724	1	2752	3	0.14378
Sox5	4	0.53057	0.62207	1	12559	1	0.10758	0.058365	0.13726	1	2753	3	0.10758
Fgf5	4	0.92035	0.92014	1	19118	0	0.092108	0.05838	0.13729	1	2754	3	0.092108
Twist2	4	0.9187	0.91852	1	19081	0	0.090445	0.058418	0.13736	1	2755	2	0.090445
Ppil4	4	0.97382	0.97371	1	20366	0	0.17512	0.058427	0.13738	1	2756	3	0.17512
Itgb1bp2	4	0.49584	0.60555	1	12176	1	0.081281	0.058457	0.13743	1	2757	3	0.081281
2310061I04Rik	4	0.92918	0.92894	1	19315	0	0.13336	0.05848	0.13748	1	2758	3	0.13336
Mepe	4	0.96019	0.96008	1	20053	0	0.10188	0.058496	0.13751	1	2759	3	0.10188
Olfr64	4	0.05951	0.13906	0.988137	2831	2	-0.036677	0.058556	0.13762	1	2760	2	-0.036677
Lpar5	4	0.050211	0.12091	0.965712	2519	1	0.11757	0.058557	0.13763	1	2761	3	0.11757
Ptpn21	4	0.95541	0.9553	1	19925	0	0.12205	0.058573	0.13765	1	2762	3	0.12205
Pramef17	3	0.9562	0.95638	1	19943	0	0.1547	0.058575	0.12659	0.995073	2763	2	0.1547
