Gene1	Gene2	std_gene1	std_gene2
SHCBP1	RACGAP1	SHCBP1	RACGAP1
SHCBP1	CENPH	SHCBP1	CENPH
SHCBP1	CBX8	SHCBP1	CBX8
SHCBP1	CENPM	SHCBP1	CENPM
SHCBP1	SUPT16H	SHCBP1	SUPT16H
DHX38	CENPI	DHX38	CENPI
DHX38	ZFP91	DHX38	ZFP91
DHX38	RSF1	DHX38	RSF1
DHX38	RNF2	DHX38	RNF2
DHX38	CENPK	DHX38	CENPK
DHX38	CENPO	DHX38	CENPO
DHX38	SRRT	DHX38	SRRT
DHX38	WDR11	DHX38	WDR11
DHX38	RACGAP1	DHX38	RACGAP1
DHX38	CENPH	DHX38	CENPH
DHX38	CBX8	DHX38	CBX8
DHX38	CENPM	DHX38	CENPM
DHX38	SUPT16H	DHX38	SUPT16H
CENPI	ZFP91	CENPI	ZFP91
CENPI	RSF1	CENPI	RSF1
CENPI	RNF2	CENPI	RNF2
CENPI	CENPK	CENPI	CENPK
CENPI	CENPO	CENPI	CENPO
CENPI	SRRT	CENPI	SRRT
CENPI	WDR11	CENPI	WDR11
CENPI	RACGAP1	CENPI	RACGAP1
CENPI	CENPH	CENPI	CENPH
CENPI	CBX8	CENPI	CBX8
CENPI	CENPM	CENPI	CENPM
CENPI	SUPT16H	CENPI	SUPT16H
ZFP91	RSF1	ZFP91	RSF1
ZFP91	RNF2	ZFP91	RNF2
ZFP91	CENPK	ZFP91	CENPK
ZFP91	CENPO	ZFP91	CENPO
ZFP91	SRRT	ZFP91	SRRT
ZFP91	WDR11	ZFP91	WDR11
ZFP91	RACGAP1	ZFP91	RACGAP1
ZFP91	CENPH	ZFP91	CENPH
ZFP91	CBX8	ZFP91	CBX8
ZFP91	CENPM	ZFP91	CENPM
ZFP91	SUPT16H	ZFP91	SUPT16H
RSF1	RNF2	RSF1	RNF2
RSF1	CENPK	RSF1	CENPK
RSF1	CENPO	RSF1	CENPO
RSF1	SRRT	RSF1	SRRT
RSF1	WDR11	RSF1	WDR11
RSF1	RACGAP1	RSF1	RACGAP1
RSF1	CENPH	RSF1	CENPH
RSF1	CBX8	RSF1	CBX8
RSF1	CENPM	RSF1	CENPM
RSF1	SUPT16H	RSF1	SUPT16H
RNF2	CENPK	RNF2	CENPK
RNF2	CENPO	RNF2	CENPO
RNF2	SRRT	RNF2	SRRT
RNF2	WDR11	RNF2	WDR11
RNF2	RACGAP1	RNF2	RACGAP1
RNF2	CENPH	RNF2	CENPH
RNF2	CBX8	RNF2	CBX8
RNF2	CENPM	RNF2	CENPM
RNF2	SUPT16H	RNF2	SUPT16H
CENPK	CENPO	CENPK	CENPO
CENPK	SRRT	CENPK	SRRT
CENPK	WDR11	CENPK	WDR11
CENPK	RACGAP1	CENPK	RACGAP1
CENPK	CENPH	CENPK	CENPH
CENPK	CBX8	CENPK	CBX8
CENPK	CENPM	CENPK	CENPM
CENPK	SUPT16H	CENPK	SUPT16H
CENPO	SRRT	CENPO	SRRT
CENPO	WDR11	CENPO	WDR11
CENPO	RACGAP1	CENPO	RACGAP1
CENPO	CENPH	CENPO	CENPH
CENPO	CBX8	CENPO	CBX8
CENPO	CENPM	CENPO	CENPM
CENPO	SUPT16H	CENPO	SUPT16H
SRRT	WDR11	SRRT	WDR11
SRRT	RACGAP1	SRRT	RACGAP1
SRRT	CENPH	SRRT	CENPH
SRRT	CBX8	SRRT	CBX8
SRRT	CENPM	SRRT	CENPM
SRRT	SUPT16H	SRRT	SUPT16H
WDR11	RACGAP1	WDR11	RACGAP1
WDR11	CENPH	WDR11	CENPH
WDR11	CBX8	WDR11	CBX8
WDR11	CENPM	WDR11	CENPM
WDR11	SUPT16H	WDR11	SUPT16H
RACGAP1	CENPH	RACGAP1	CENPH
RACGAP1	CBX8	RACGAP1	CBX8
RACGAP1	CENPM	RACGAP1	CENPM
RACGAP1	SUPT16H	RACGAP1	SUPT16H
CENPH	CBX8	CENPH	CBX8
CENPH	CENPM	CENPH	CENPM
CENPH	SUPT16H	CENPH	SUPT16H
CBX8	CENPM	CBX8	CENPM
CBX8	SUPT16H	CBX8	SUPT16H
CENPM	SUPT16H	CENPM	SUPT16H
ARHGEF7	SCRIB	ARHGEF7	SCRIB
ARHGEF7	GIT1	ARHGEF7	GIT1
SCRIB	GIT1	SCRIB	GIT1
Git1	Scrib	Git1	Scrib
Git1	Arhgef7	Git1	Arhgef7
Scrib	Arhgef7	Scrib	Arhgef7
Ppara	Chd9	Ppara	Chd9
APC	SCRIB	APC	SCRIB
SSRP1	NEK9	SSRP1	NEK9
SSRP1	SUPT16H	SSRP1	SUPT16H
NEK9	SUPT16H	NEK9	SUPT16H
Ctnnb1	Apc	Ctnnb1	Apc
Ctnnb1	Scrib	Ctnnb1	Scrib
Apc	Scrib	Apc	Scrib
SSRP1	SUPT16H	SSRP1	SUPT16H
CSNK2A2	CSNK2B	CSNK2A2	CSNK2B
CSNK2A2	CSNK2A1	CSNK2A2	CSNK2A1
CSNK2A2	SSRP1	CSNK2A2	SSRP1
CSNK2A2	SUPT16H	CSNK2A2	SUPT16H
CSNK2B	CSNK2A1	CSNK2B	CSNK2A1
CSNK2B	SSRP1	CSNK2B	SSRP1
CSNK2B	SUPT16H	CSNK2B	SUPT16H
CSNK2A1	SSRP1	CSNK2A1	SSRP1
CSNK2A1	SUPT16H	CSNK2A1	SUPT16H
SSRP1	SUPT16H	SSRP1	SUPT16H
Dysf	Cacna1s	Dysf	Cacna1s
Anxa6	Rasa1	Anxa6	Rasa1
Anxa6	Ptk2b	Anxa6	Ptk2b
Anxa6	Fyn	Anxa6	Fyn
Rasa1	Ptk2b	Rasa1	Ptk2b
Rasa1	Fyn	Rasa1	Fyn
Ptk2b	Fyn	Ptk2b	Fyn
Ap1g1	Ap1b1	Ap1g1	Ap1b1
Ap1g1	Arf1	Ap1g1	Arf1
Ap1b1	Arf1	Ap1b1	Arf1
Cd44	Pdpn	Cd44	Pdpn
STX7	VPS11	STX7	VPS11
STX7	VPS18	STX7	VPS18
VPS11	VPS18	VPS11	VPS18
VPS16	VPS11	VPS16	VPS11
VPS16	VPS18	VPS16	VPS18
VPS11	VPS18	VPS11	VPS18
Vps33a	VPS11	Vps33a	VPS11
Vps33a	VPS18	Vps33a	VPS18
VPS11	VPS18	VPS11	VPS18
Vps33a	VPS16	Vps33a	VPS16
Vps33a	VPS11	Vps33a	VPS11
Vps33a	VPS18	Vps33a	VPS18
VPS16	VPS11	VPS16	VPS11
VPS16	VPS18	VPS16	VPS18
VPS11	VPS18	VPS11	VPS18
CDC7	DBF4	CDC7	DBF4
""	Kif17	""	Kif17
Stx1a	Snap25	Stx1a	Snap25
Stx1a	Stxbp5	Stx1a	Stxbp5
Snap25	Stxbp5	Snap25	Stxbp5
Fmr1	Llgl1	Fmr1	Llgl1
Ap1b1	Ap1g1	Ap1b1	Ap1g1
Ap1b1	Ap1m1	Ap1b1	Ap1m1
Ap1b1	Kif13a	Ap1b1	Kif13a
Ap1g1	Ap1m1	Ap1g1	Ap1m1
Ap1g1	Kif13a	Ap1g1	Kif13a
Ap1m1	Kif13a	Ap1m1	Kif13a
Itpr1	Vcp	Itpr1	Vcp
Itpr1	Ufd1l	Itpr1	Ufd1l
Itpr1	Nploc4	Itpr1	Nploc4
Vcp	Ufd1l	Vcp	Ufd1l
Vcp	Nploc4	Vcp	Nploc4
Ufd1l	Nploc4	Ufd1l	Nploc4
PRKCI	LLGL2	PRKCI	LLGL2
PRKCI	PARD6B	PRKCI	PARD6B
LLGL2	PARD6B	LLGL2	PARD6B
Vcp	Ufd1l	Vcp	Ufd1l
Vcp	Nploc4	Vcp	Nploc4
Ufd1l	Nploc4	Ufd1l	Nploc4
Ufd1l	Nploc4	Ufd1l	Nploc4
PRKCI	LLGL1	PRKCI	LLGL1
PRKCI	PARD6B	PRKCI	PARD6B
LLGL1	PARD6B	LLGL1	PARD6B
Nsfl1c	Vcp	Nsfl1c	Vcp
Grm1	Cyth2	Grm1	Cyth2
Grm1	Grasp	Grm1	Grasp
Cyth2	Grasp	Cyth2	Grasp
Grik1	Grasp	Grik1	Grasp
NBN	BRCA1	NBN	BRCA1
NBN	MRE11A	NBN	MRE11
NBN	RAD50	NBN	RAD50
BRCA1	MRE11A	BRCA1	MRE11
BRCA1	RAD50	BRCA1	RAD50
MRE11A	RAD50	MRE11	RAD50
Prkci	Llgl1	Prkci	Llgl1
Prkci	Pard6a	Prkci	Pard6a
Llgl1	Pard6a	Llgl1	Pard6a
Mlph	Myo5a	Mlph	Myo5a
Mlph	Rab27a	Mlph	Rab27a
Myo5a	Rab27a	Myo5a	Rab27a
Bloc1s5	Bloc1s6	Bloc1s5	Bloc1s6
Mpp4	Mpdz	Mpp4	Mpdz
Mpp4	Crb1	Mpp4	Crb1
Mpp4	Mpp5	Mpp4	Mpp5
Mpdz	Crb1	Mpdz	Crb1
Mpdz	Mpp5	Mpdz	Mpp5
Crb1	Mpp5	Crb1	Mpp5
Ap2a1	Rab11fip2	Ap2a1	Rab11fip2
Reps1	Rab11fip2	Reps1	Rab11fip2
Col4a1	Serpinh1	Col4a1	Serpinh1
Col4a1	Sec61a1	Col4a1	Sec61a1
Serpinh1	Sec61a1	Serpinh1	Sec61a1
EED	RBBP4	EED	RBBP4
EED	SUZ12	EED	SUZ12
EED	EZH2	EED	EZH2
EED	AEBP2	EED	AEBP2
RBBP4	SUZ12	RBBP4	SUZ12
RBBP4	EZH2	RBBP4	EZH2
RBBP4	AEBP2	RBBP4	AEBP2
SUZ12	EZH2	SUZ12	EZH2
SUZ12	AEBP2	SUZ12	AEBP2
EZH2	AEBP2	EZH2	AEBP2
Cdc42	Ocrl	Cdc42	Ocrl
Stx2	Snap25	Stx2	Snap25
Stx2	Vamp2	Stx2	Vamp2
Snap25	Vamp2	Snap25	Vamp2
Snap25	Vamp2	Snap25	Vamp2
Snap25	Stx3	Snap25	Stx3
Vamp2	Stx3	Vamp2	Stx3
Snap25	Vamp2	Snap25	Vamp2
Snap25	Stx4	Snap25	Stx4
Vamp2	Stx4	Vamp2	Stx4
Syt1	Snap25	Syt1	Snap25
Syt1	Vamp2	Syt1	Vamp2
Syt1	Stx4	Syt1	Stx4
Snap25	Vamp2	Snap25	Vamp2
Snap25	Stx4	Snap25	Stx4
Vamp2	Stx4	Vamp2	Stx4
Syt1	Snap25	Syt1	Snap25
Syt1	Vamp2	Syt1	Vamp2
Syt1	Stx3	Syt1	Stx3
Snap25	Vamp2	Snap25	Vamp2
Snap25	Stx3	Snap25	Stx3
Vamp2	Stx3	Vamp2	Stx3
Syt1	Stx2	Syt1	Stx2
Syt1	Snap25	Syt1	Snap25
Syt1	Vamp2	Syt1	Vamp2
Stx2	Snap25	Stx2	Snap25
Stx2	Vamp2	Stx2	Vamp2
Snap25	Vamp2	Snap25	Vamp2
Syt1	Stx1a	Syt1	Stx1a
Syt1	Snap25	Syt1	Snap25
Syt1	Vamp2	Syt1	Vamp2
Stx1a	Snap25	Stx1a	Snap25
Stx1a	Vamp2	Stx1a	Vamp2
Snap25	Vamp2	Snap25	Vamp2
Stx2	Snap25	Stx2	Snap25
Stx2	Cplx1	Stx2	Cplx1
Stx2	Vamp2	Stx2	Vamp2
Snap25	Cplx1	Snap25	Cplx1
Snap25	Vamp2	Snap25	Vamp2
Cplx1	Vamp2	Cplx1	Vamp2
Stx2	Snap25	Stx2	Snap25
Stx2	Vamp2	Stx2	Vamp2
Stx2	Cplx2	Stx2	Cplx2
Snap25	Vamp2	Snap25	Vamp2
Snap25	Cplx2	Snap25	Cplx2
Vamp2	Cplx2	Vamp2	Cplx2
Snap25	Vamp2	Snap25	Vamp2
Snap25	Cplx2	Snap25	Cplx2
Snap25	Stx3	Snap25	Stx3
Vamp2	Cplx2	Vamp2	Cplx2
Vamp2	Stx3	Vamp2	Stx3
Cplx2	Stx3	Cplx2	Stx3
Ap3s2	Agap1	Ap3s2	Agap1
Ap3s2	Ap3m2	Ap3s2	Ap3m2
Ap3s2	Ap3m1	Ap3s2	Ap3m1
Ap3s2	Ap3b1	Ap3s2	Ap3b1
Agap1	Ap3m2	Agap1	Ap3m2
Agap1	Ap3m1	Agap1	Ap3m1
Agap1	Ap3b1	Agap1	Ap3b1
Ap3m2	Ap3m1	Ap3m2	Ap3m1
Ap3m2	Ap3b1	Ap3m2	Ap3b1
Ap3m1	Ap3b1	Ap3m1	Ap3b1
Tpgs2	Ttll1	Tpgs2	Ttll1
Tpgs2	Lrrc49	Tpgs2	Lrrc49
Tpgs2	Tpgs1	Tpgs2	Tpgs1
Tpgs2	Nicn1	Tpgs2	Nicn1
Ttll1	Lrrc49	Ttll1	Lrrc49
Ttll1	Tpgs1	Ttll1	Tpgs1
Ttll1	Nicn1	Ttll1	Nicn1
Lrrc49	Tpgs1	Lrrc49	Tpgs1
Lrrc49	Nicn1	Lrrc49	Nicn1
Tpgs1	Nicn1	Tpgs1	Nicn1
Dtna	Dtnb	Dtna	Dtnb
Dtna	Kif5a	Dtna	Kif5a
Dtnb	Kif5a	Dtnb	Kif5a
Dtnb	Kif5b	Dtnb	Kif5b
GPAA1	PIGK	GPAA1	PIGK
GPAA1	PIGT	GPAA1	PIGT
GPAA1	PIGS	GPAA1	PIGS
GPAA1	PIGU	GPAA1	PIGU
PIGK	PIGT	PIGK	PIGT
PIGK	PIGS	PIGK	PIGS
PIGK	PIGU	PIGK	PIGU
PIGT	PIGS	PIGT	PIGS
PIGT	PIGU	PIGT	PIGU
PIGS	PIGU	PIGS	PIGU
KIN	PCNA	KIN	PCNA
KIN	RPA1	KIN	RPA1
PCNA	RPA1	PCNA	RPA1
HNRNPA2B1	PTGES3	HNRNPA2B1	PTGES3
HNRNPA2B1	PDCD6	HNRNPA2B1	PDCD6
PTGES3	PDCD6	PTGES3	PDCD6
TOR1A	TOR1B	TOR1A	TOR1B
Pold2	Pcna	Pold2	Pcna
Pold2	Prim1	Pold2	Prim1
Pold2	Pola1	Pold2	Pola1
Pold2	Prim2	Pold2	Prim2
Pold2	Pola2	Pold2	Pola2
Pold2	Lig1	Pold2	Lig1
Pold2	Pold1	Pold2	Pold1
Pold2	Top2a	Pold2	Top2a
Pold2	Top1	Pold2	Top1
Pold2	Pold4	Pold2	Pold4
Pold2	Pold3	Pold2	Pold3
Pcna	Prim1	Pcna	Prim1
Pcna	Pola1	Pcna	Pola1
Pcna	Prim2	Pcna	Prim2
Pcna	Pola2	Pcna	Pola2
Pcna	Lig1	Pcna	Lig1
Pcna	Pold1	Pcna	Pold1
Pcna	Top2a	Pcna	Top2a
Pcna	Top1	Pcna	Top1
Pcna	Pold4	Pcna	Pold4
Pcna	Pold3	Pcna	Pold3
Prim1	Pola1	Prim1	Pola1
Prim1	Prim2	Prim1	Prim2
Prim1	Pola2	Prim1	Pola2
Prim1	Lig1	Prim1	Lig1
Prim1	Pold1	Prim1	Pold1
Prim1	Top2a	Prim1	Top2a
Prim1	Top1	Prim1	Top1
Prim1	Pold4	Prim1	Pold4
Prim1	Pold3	Prim1	Pold3
Pola1	Prim2	Pola1	Prim2
Pola1	Pola2	Pola1	Pola2
Pola1	Lig1	Pola1	Lig1
Pola1	Pold1	Pola1	Pold1
Pola1	Top2a	Pola1	Top2a
Pola1	Top1	Pola1	Top1
Pola1	Pold4	Pola1	Pold4
Pola1	Pold3	Pola1	Pold3
Prim2	Pola2	Prim2	Pola2
Prim2	Lig1	Prim2	Lig1
Prim2	Pold1	Prim2	Pold1
Prim2	Top2a	Prim2	Top2a
Prim2	Top1	Prim2	Top1
Prim2	Pold4	Prim2	Pold4
Prim2	Pold3	Prim2	Pold3
Pola2	Lig1	Pola2	Lig1
Pola2	Pold1	Pola2	Pold1
Pola2	Top2a	Pola2	Top2a
Pola2	Top1	Pola2	Top1
Pola2	Pold4	Pola2	Pold4
Pola2	Pold3	Pola2	Pold3
Lig1	Pold1	Lig1	Pold1
Lig1	Top2a	Lig1	Top2a
Lig1	Top1	Lig1	Top1
Lig1	Pold4	Lig1	Pold4
Lig1	Pold3	Lig1	Pold3
Pold1	Top2a	Pold1	Top2a
Pold1	Top1	Pold1	Top1
Pold1	Pold4	Pold1	Pold4
Pold1	Pold3	Pold1	Pold3
Top2a	Top1	Top2a	Top1
Top2a	Pold4	Top2a	Pold4
Top2a	Pold3	Top2a	Pold3
Top1	Pold4	Top1	Pold4
Top1	Pold3	Top1	Pold3
Pold4	Pold3	Pold4	Pold3
POLA1	CCNA2	POLA1	CCNA2
POLA1	CDK2	POLA1	CDK2
POLA1	RFC4	POLA1	RFC4
POLA1	RFC2	POLA1	RFC2
POLA1	RFC1	POLA1	RFC1
POLA1	RFC5	POLA1	RFC5
POLA1	RFC3	POLA1	RFC3
POLA1	POLA2	POLA1	POLA2
CCNA2	CDK2	CCNA2	CDK2
CCNA2	RFC4	CCNA2	RFC4
CCNA2	RFC2	CCNA2	RFC2
CCNA2	RFC1	CCNA2	RFC1
CCNA2	RFC5	CCNA2	RFC5
CCNA2	RFC3	CCNA2	RFC3
CCNA2	POLA2	CCNA2	POLA2
CDK2	RFC4	CDK2	RFC4
CDK2	RFC2	CDK2	RFC2
CDK2	RFC1	CDK2	RFC1
CDK2	RFC5	CDK2	RFC5
CDK2	RFC3	CDK2	RFC3
CDK2	POLA2	CDK2	POLA2
RFC4	RFC2	RFC4	RFC2
RFC4	RFC1	RFC4	RFC1
RFC4	RFC5	RFC4	RFC5
RFC4	RFC3	RFC4	RFC3
RFC4	POLA2	RFC4	POLA2
RFC2	RFC1	RFC2	RFC1
RFC2	RFC5	RFC2	RFC5
RFC2	RFC3	RFC2	RFC3
RFC2	POLA2	RFC2	POLA2
RFC1	RFC5	RFC1	RFC5
RFC1	RFC3	RFC1	RFC3
RFC1	POLA2	RFC1	POLA2
RFC5	RFC3	RFC5	RFC3
RFC5	POLA2	RFC5	POLA2
RFC3	POLA2	RFC3	POLA2
PARP1	POLA1	PARP1	POLA1
PARP1	TOP1	PARP1	TOP1
PARP1	RPA2	PARP1	RPA2
PARP1	LIG1	PARP1	LIG1
PARP1	CCNA2	PARP1	CCNA2
PARP1	CDK2	PARP1	CDK2
PARP1	RPA1	PARP1	RPA1
PARP1	POLD1	PARP1	POLD1
PARP1	RPA3	PARP1	RPA3
PARP1	RFC2	PARP1	RFC2
PARP1	RFC1	PARP1	RFC1
PARP1	POLE	PARP1	POLE
POLA1	TOP1	POLA1	TOP1
POLA1	RPA2	POLA1	RPA2
POLA1	LIG1	POLA1	LIG1
POLA1	CCNA2	POLA1	CCNA2
POLA1	CDK2	POLA1	CDK2
POLA1	RPA1	POLA1	RPA1
POLA1	POLD1	POLA1	POLD1
POLA1	RPA3	POLA1	RPA3
POLA1	RFC2	POLA1	RFC2
POLA1	RFC1	POLA1	RFC1
POLA1	POLE	POLA1	POLE
TOP1	RPA2	TOP1	RPA2
TOP1	LIG1	TOP1	LIG1
TOP1	CCNA2	TOP1	CCNA2
TOP1	CDK2	TOP1	CDK2
TOP1	RPA1	TOP1	RPA1
TOP1	POLD1	TOP1	POLD1
TOP1	RPA3	TOP1	RPA3
TOP1	RFC2	TOP1	RFC2
TOP1	RFC1	TOP1	RFC1
TOP1	POLE	TOP1	POLE
RPA2	LIG1	RPA2	LIG1
RPA2	CCNA2	RPA2	CCNA2
RPA2	CDK2	RPA2	CDK2
RPA2	RPA1	RPA2	RPA1
RPA2	POLD1	RPA2	POLD1
RPA2	RPA3	RPA2	RPA3
RPA2	RFC2	RPA2	RFC2
RPA2	RFC1	RPA2	RFC1
RPA2	POLE	RPA2	POLE
LIG1	CCNA2	LIG1	CCNA2
LIG1	CDK2	LIG1	CDK2
LIG1	RPA1	LIG1	RPA1
LIG1	POLD1	LIG1	POLD1
LIG1	RPA3	LIG1	RPA3
LIG1	RFC2	LIG1	RFC2
LIG1	RFC1	LIG1	RFC1
LIG1	POLE	LIG1	POLE
CCNA2	CDK2	CCNA2	CDK2
CCNA2	RPA1	CCNA2	RPA1
CCNA2	POLD1	CCNA2	POLD1
CCNA2	RPA3	CCNA2	RPA3
CCNA2	RFC2	CCNA2	RFC2
CCNA2	RFC1	CCNA2	RFC1
CCNA2	POLE	CCNA2	POLE
CDK2	RPA1	CDK2	RPA1
CDK2	POLD1	CDK2	POLD1
CDK2	RPA3	CDK2	RPA3
CDK2	RFC2	CDK2	RFC2
CDK2	RFC1	CDK2	RFC1
CDK2	POLE	CDK2	POLE
RPA1	POLD1	RPA1	POLD1
RPA1	RPA3	RPA1	RPA3
RPA1	RFC2	RPA1	RFC2
RPA1	RFC1	RPA1	RFC1
RPA1	POLE	RPA1	POLE
POLD1	RPA3	POLD1	RPA3
POLD1	RFC2	POLD1	RFC2
POLD1	RFC1	POLD1	RFC1
POLD1	POLE	POLD1	POLE
RPA3	RFC2	RPA3	RFC2
RPA3	RFC1	RPA3	RFC1
RPA3	POLE	RPA3	POLE
RFC2	RFC1	RFC2	RFC1
RFC2	POLE	RFC2	POLE
RFC1	POLE	RFC1	POLE
CDK1	PARP1	CDK1	PARP1
CDK1	POLA1	CDK1	POLA1
CDK1	TOP1	CDK1	TOP1
CDK1	CCNB1	CDK1	CCNB1
CDK1	RPA2	CDK1	RPA2
CDK1	CCNA2	CDK1	CCNA2
CDK1	RPA1	CDK1	RPA1
CDK1	POLD1	CDK1	POLD1
CDK1	RPA3	CDK1	RPA3
CDK1	RFC2	CDK1	RFC2
CDK1	RFC1	CDK1	RFC1
CDK1	POLE	CDK1	POLE
PARP1	POLA1	PARP1	POLA1
PARP1	TOP1	PARP1	TOP1
PARP1	CCNB1	PARP1	CCNB1
PARP1	RPA2	PARP1	RPA2
PARP1	CCNA2	PARP1	CCNA2
PARP1	RPA1	PARP1	RPA1
PARP1	POLD1	PARP1	POLD1
PARP1	RPA3	PARP1	RPA3
PARP1	RFC2	PARP1	RFC2
PARP1	RFC1	PARP1	RFC1
PARP1	POLE	PARP1	POLE
POLA1	TOP1	POLA1	TOP1
POLA1	CCNB1	POLA1	CCNB1
POLA1	RPA2	POLA1	RPA2
POLA1	CCNA2	POLA1	CCNA2
POLA1	RPA1	POLA1	RPA1
POLA1	POLD1	POLA1	POLD1
POLA1	RPA3	POLA1	RPA3
POLA1	RFC2	POLA1	RFC2
POLA1	RFC1	POLA1	RFC1
POLA1	POLE	POLA1	POLE
TOP1	CCNB1	TOP1	CCNB1
TOP1	RPA2	TOP1	RPA2
TOP1	CCNA2	TOP1	CCNA2
TOP1	RPA1	TOP1	RPA1
TOP1	POLD1	TOP1	POLD1
TOP1	RPA3	TOP1	RPA3
TOP1	RFC2	TOP1	RFC2
TOP1	RFC1	TOP1	RFC1
TOP1	POLE	TOP1	POLE
CCNB1	RPA2	CCNB1	RPA2
CCNB1	CCNA2	CCNB1	CCNA2
CCNB1	RPA1	CCNB1	RPA1
CCNB1	POLD1	CCNB1	POLD1
CCNB1	RPA3	CCNB1	RPA3
CCNB1	RFC2	CCNB1	RFC2
CCNB1	RFC1	CCNB1	RFC1
CCNB1	POLE	CCNB1	POLE
RPA2	CCNA2	RPA2	CCNA2
RPA2	RPA1	RPA2	RPA1
RPA2	POLD1	RPA2	POLD1
RPA2	RPA3	RPA2	RPA3
RPA2	RFC2	RPA2	RFC2
RPA2	RFC1	RPA2	RFC1
RPA2	POLE	RPA2	POLE
CCNA2	RPA1	CCNA2	RPA1
CCNA2	POLD1	CCNA2	POLD1
CCNA2	RPA3	CCNA2	RPA3
CCNA2	RFC2	CCNA2	RFC2
CCNA2	RFC1	CCNA2	RFC1
CCNA2	POLE	CCNA2	POLE
RPA1	POLD1	RPA1	POLD1
RPA1	RPA3	RPA1	RPA3
RPA1	RFC2	RPA1	RFC2
RPA1	RFC1	RPA1	RFC1
RPA1	POLE	RPA1	POLE
POLD1	RPA3	POLD1	RPA3
POLD1	RFC2	POLD1	RFC2
POLD1	RFC1	POLD1	RFC1
POLD1	POLE	POLD1	POLE
RPA3	RFC2	RPA3	RFC2
RPA3	RFC1	RPA3	RFC1
RPA3	POLE	RPA3	POLE
RFC2	RFC1	RFC2	RFC1
RFC2	POLE	RFC2	POLE
RFC1	POLE	RFC1	POLE
Cyb5r3	Cav1	Cyb5r3	Cav1
Cyb5r3	Actb	Cyb5r3	Actb
Cyb5r3	Actg1	Cyb5r3	Actg1
Cyb5r3	Cav2	Cyb5r3	Cav2
Cyb5r3	Flot2	Cyb5r3	Flot2
Cav1	Actb	Cav1	Actb
Cav1	Actg1	Cav1	Actg1
Cav1	Cav2	Cav1	Cav2
Cav1	Flot2	Cav1	Flot2
Actb	Actg1	Actb	Actg1
Actb	Cav2	Actb	Cav2
Actb	Flot2	Actb	Flot2
Actg1	Cav2	Actg1	Cav2
Actg1	Flot2	Actg1	Flot2
Cav2	Flot2	Cav2	Flot2
CDK7	CCNH	CDK7	CCNH
CDK7	CCNH	CDK7	CCNH
CDK7	MNAT1	CDK7	MNAT1
CCNH	MNAT1	CCNH	MNAT1
Stx12	Stx7	Stx12	Stx7
Stx12	Stx1a	Stx12	Stx1a
Stx12	Stx1b	Stx12	Stx1b
Stx12	Vamp2	Stx12	Vamp2
Stx12	Rtn1	Stx12	Rtn1
Stx7	Stx1a	Stx7	Stx1a
Stx7	Stx1b	Stx7	Stx1b
Stx7	Vamp2	Stx7	Vamp2
Stx7	Rtn1	Stx7	Rtn1
Stx1a	Stx1b	Stx1a	Stx1b
Stx1a	Vamp2	Stx1a	Vamp2
Stx1a	Rtn1	Stx1a	Rtn1
Stx1b	Vamp2	Stx1b	Vamp2
Stx1b	Rtn1	Stx1b	Rtn1
Vamp2	Rtn1	Vamp2	Rtn1
Pcdha4	Pcdhga1	Pcdha4	Pcdhga1
Pcdha4	Pcdhgb2	Pcdha4	Pcdhgb2
Pcdha4	Pcdhga3	Pcdha4	Pcdhga3
Pcdha4	Pcdhgb4	Pcdha4	Pcdhgb4
Pcdhgb4	Pcdha7	Pcdhgb4	Pcdha7
Pcdhga3	Pcdha7	Pcdhga3	Pcdha7
Pcdhgb2	Pcdha7	Pcdhgb2	Pcdha7
Pcdhga1	Pcdha7	Pcdhga1	Pcdha7
Fgr	Arhgap35	Fgr	Arhgap35
Fgr	Ptk2b	Fgr	Ptk2b
Arhgap35	Ptk2b	Arhgap35	Ptk2b
Tiam1	Baiap2	Tiam1	Baiap2
TNFRSF1A	TRADD	TNFRSF1A	TRADD
TNFRSF1A	CALR	TNFRSF1A	CALR
TRADD	CALR	TRADD	CALR
Tiam1	Ppp1r9b	Tiam1	Ppp1r9b
Snap23	Stx4	Snap23	Stx4
Snap23	Syt7	Snap23	Syt7
Snap23	Vamp7	Snap23	Vamp7
Stx4	Syt7	Stx4	Syt7
Stx4	Vamp7	Stx4	Vamp7
Syt7	Vamp7	Syt7	Vamp7
HNF4A	SUB1	HNF4A	SUB1
ERCC2	ERCC3	ERCC2	ERCC3
ERCC2	GTF2H1	ERCC2	GTF2H1
ERCC2	CDK7	ERCC2	CDK7
ERCC2	CCNH	ERCC2	CCNH
ERCC2	MNAT1	ERCC2	MNAT1
ERCC2	GTF2H2	ERCC2	GTF2H2
ERCC2	GTF2H3	ERCC2	GTF2H3
ERCC2	GTF2H5	ERCC2	GTF2H5
ERCC2	GTF2H4	ERCC2	GTF2H4
ERCC3	GTF2H1	ERCC3	GTF2H1
ERCC3	CDK7	ERCC3	CDK7
ERCC3	CCNH	ERCC3	CCNH
ERCC3	MNAT1	ERCC3	MNAT1
ERCC3	GTF2H2	ERCC3	GTF2H2
ERCC3	GTF2H3	ERCC3	GTF2H3
ERCC3	GTF2H5	ERCC3	GTF2H5
ERCC3	GTF2H4	ERCC3	GTF2H4
GTF2H1	CDK7	GTF2H1	CDK7
GTF2H1	CCNH	GTF2H1	CCNH
GTF2H1	MNAT1	GTF2H1	MNAT1
