,pathogen-count,pathogen-aggr--log10p:flu,pathogen-aggr--log10p:hrv,pathogen-aggr--log10p:rsv,pathogen-aggr--log10p:piv3,pathogen-aggr--log10p:hucovNL63,pathogen-aggr--log10p:hucovOC43,pathogen-aggr--log10p:hucov229E,pathogen-aggr--log10p:sars2,pathogen-aggr--log10p:mers
GTF3C1,2.0,1.1343334327181855,3.9700888950875557,1.5977042193446838,0.5092691916510763,3.6109225562076506,2.489548828985435,0.9600705858914397,0.4530873568187575,0.1634690054559688
TOMM40,3.0,0.5038349082488551,3.3618403328573754,1.5933235916847825,6.1334291326002655,2.0732203915887655,0.7426574734948242,5.911580382983908,1.658486340129749,1.4705737160562171
PDPK1,2.0,0.9962712335280026,4.286265917080569,1.5823954645591018,0.4255982923462895,5.569102950972742,0.804626245182587,0.4376595442353956,0.9044122530812573,0.08067708861083847
ZBTB8OS,4.0,2.6130499138019507,4.977076988121062,1.5643626418572965,0.5769344366699052,6.1333641834230015,3.269977192487992,5.911580382983908,0.4453654937826748,2.878414802708551
POLR3K,4.0,1.2309376612084395,3.4370769735630637,1.5467887175617774,2.5381114736560275,6.610479534153622,6.61062125204749,5.288336153968809,0.3298191103607266,1.151557444025371
RPP38,3.0,0.6366475546282784,4.503347060749082,1.544743897882048,1.3982115275817277,4.2780493123843994,1.735300207832854,3.6519873615778047,0.7915317697343827,1.9539961666997265
NUBP1,3.0,0.41814808897965106,6.1334291326002655,1.5150598705319718,0.5757719293040201,2.4953796408822106,5.179253550655825,3.747826844228466,1.4781822281701436,1.7007713012842267
DHX33,3.0,1.364470622846301,6.610550387319927,1.5116608420724995,0.34870259828810074,4.534944480048179,2.705621964412759,5.656315751168226,1.9149592932578061,0.1873720062771109
CEBPZ,1.0,1.1612890556086775,3.501648086800635,1.4885712156837747,0.7942544590573379,2.1452689827860576,2.794849790859819,2.4820523280047504,0.5196193219875312,1.121655796235158
INCA1,1.0,1.0475462340346864,3.6332782762427476,1.4624831279604278,0.38654932491547056,0.39030956575658654,1.1745154608951514,1.4973134733791382,0.8252426236893393,0.4486799916208438
NOP14,1.0,0.5979804484627359,4.072732319189118,1.4345772425683014,0.4893879742108302,0.8230699155494945,2.2800227248045584,2.3226394606809118,0.7491410454007051,2.421419344333869
EXD3,1.0,1.011898325044924,3.928412529485023,1.4241773480626376,0.5993929434193104,0.2465012039423936,0.5299130715911669,0.4313759245747271,2.036760106858437,1.72020228245722
MAK16,2.0,1.0884306175118161,3.875756691053351,1.4227380464141852,1.2576441366822257,1.8926204171955514,1.8485995019643824,3.763588712256033,0.5717031860171204,1.0623676588108242
RIC8A,1.0,1.1263898088427575,6.610550387319927,1.408223288723933,0.6680061619577438,1.6262239486296797,1.1287832852823017,0.9794729877254371,0.8917056490599118,0.5032938587803061
ELP5,5.0,0.8722462849677924,5.911580382983908,1.3996261688387295,3.5419970624397217,4.320454005884414,3.7563171926428067,4.825213582632663,0.5242997628489715,0.923268742150283
NHP2,3.0,0.47095243276350207,3.94123244462958,1.3925771479384927,0.49563789465431274,2.683379748364064,6.133494091492196,6.610550387319927,0.609665552488148,1.2871700127797236
PRDM10,1.0,0.9462994879189218,3.165414003377654,1.3910890483477656,1.1406755305965137,1.3574959103093611,1.1431684373846729,1.567287194874613,0.8454543075790901,1.8372493523568834
DHPS,4.0,1.580528581438504,6.610550387319927,1.3867714839634904,3.3180716734968643,6.610479534153622,5.911651247711471,2.2452313361315004,1.9904641233807816,1.5249095997568525
NUFIP1,1.0,0.56325719625942,3.308008416669118,1.3372893768060972,0.6568672362987162,0.8164454663811384,2.015729288721985,0.8706324042770144,0.39491053811841953,1.0630660866757076
TMA16,1.0,1.4942159192747329,4.825213582632663,1.3178639527113338,0.30368730506235875,2.794985207430996,0.5967078548417458,1.4106313349408552,0.9106601922289685,0.9143106173279167
NUDCD3,3.0,1.1675883444904198,3.2204973033925395,1.3126315879785078,0.7628082634248612,2.451009006353199,4.4432995783102065,3.7526160071097445,1.4464810598510305,0.77355714015672
PTP4A1,1.0,0.43868100575131513,3.730300302615627,1.3124888746539447,0.32049034015745975,0.36496887905399267,0.7097872530804712,0.47342812714878796,0.3532434915618435,0.13095193595660753
ZPR1,4.0,0.5683398132263026,6.610550387319927,1.2972765858952662,3.2096655671023244,6.610479534153622,4.467602372934308,3.000638882582227,0.7095201866693269,0.3300503301827299
PYROXD1,3.0,1.423474132141303,4.614912329744085,1.2910694641933838,1.05359195273942,6.610479534153622,2.6091884902130618,6.610550387319927,0.3297170293255881,1.7144957462947474
GRB2,2.0,0.5512555070665845,3.314984184307062,1.247114516875127,0.7391180495364135,2.8976006001350174,1.4003788930384493,1.062853372768047,0.44147142303792763,5.433976494326359
DNM2,4.0,0.2800962168291701,3.7648251925435416,1.2379669818819194,0.5481061550956395,3.1966863071525653,1.3610317857518186,3.7407406901476365,0.15302614218292548,4.736697584208818
NOL11,1.0,0.9474901166127143,4.614912329744085,1.2241348017979305,0.142329850264299,1.9009757843891069,0.193582586140372,1.8528185278072034,0.32636174565124526,1.4672249695863642
POP5,1.0,1.383932359366288,4.4146520889054095,1.2215810172281873,1.0442689666791096,2.990464123380782,1.9565984210891187,2.198747255848721,0.49464649383981363,0.6524654933879925
AATF,2.0,1.5029279037599788,3.5998247936646104,1.2136035386276958,0.2624018869529145,2.1582277080054757,2.516955018185284,4.614912329744085,0.5592325587954942,0.9113820301055804
NOP10,3.0,1.3637321402989824,6.610550387319927,1.2133692319688147,0.670907352804669,3.4416995220371356,1.3077525210966168,5.434459128264247,0.6943047710881415,2.7647229315679778
NO_SITE_524,1.0,1.154241115746357,3.3194016321184243,1.2092294295510442,0.7326170445757654,0.6893704030121935,0.4211316713339714,0.30203872944616034,1.243014163146636,0.27856950526874236
SHQ1,1.0,0.294346189386725,6.610550387319927,1.1682837590048245,0.6953587017053302,1.8828944972387487,0.6276772705014443,3.0025611888498833,1.0321105255685545,0.4984833225310056
URB1,2.0,2.0901939539818715,3.807767177075723,1.1384357212215594,0.13709378643700185,1.4013079590668622,1.6192823767246824,3.6529433346334774,0.8450589552696727,0.7209697108839934
IMP4,3.0,0.20786459757060824,5.434459128264247,1.1362787236414036,0.16991841104332514,1.8024989038567414,2.1013461099720288,4.825213582632663,0.4419637864237122,4.0736081581584935
DNMT1,1.0,0.8041850208918551,5.496604309677553,1.123655123753068,0.4803951150695958,0.9264649349412161,2.1233203895807997,0.3150380046741878,1.4505920757704456,2.2573275200847926
ALG14,1.0,1.125624650059972,3.114039776385288,1.113932495080504,2.4822500371457408,1.2233133411535462,0.24557521072274135,0.5924221596690937,1.2591953447231452,1.7355868960882674
NAT10,1.0,0.8888415323239183,3.869408948036626,1.1074824446039992,0.8762463312441587,0.6509557133979641,2.39954987835399,1.7195582217015835,0.24762115288785805,1.4482071501296196
CNIH1,2.0,0.7812865248864611,3.1107263173963995,1.0951114204117824,1.1980683223290842,2.467194680360924,0.3057371073420568,3.329744867228396,0.6504116794375371,0.9475874245852433
IPPK,1.0,2.224750478618082,6.1334291326002655,1.0890396003946925,0.23521881848343162,0.29812992705259383,0.18572576125209622,0.5372427346199987,0.4226001240665793,2.421904525700407
CDS2,1.0,0.8230668549589003,4.825213582632663,1.0600067765048384,1.0793549985932125,0.5496892939949952,1.9371924668278404,1.039281940052488,1.5470641297988208,0.20334411919705223
RCL1,2.0,0.32737250971169946,5.331800515801338,1.0479732094917362,0.29940011067917593,3.818785451509585,1.8276306232361579,1.7413866591972562,2.1658718918766087,1.6070811576509063
TGFBR2,1.0,1.1947694993011584,3.495610702813719,1.0411209018718495,1.2320134590629412,0.9744893271474193,0.6641210478651579,1.189176276010401,0.6906679801240174,1.6202824790835624
TAF6L,5.0,1.9600041628204916,3.5043585467512823,1.0367742867452032,5.331800515801338,6.610479534153622,1.4282445975535645,6.610550387319927,1.099660186320859,4.418854631334174
NOL10,4.0,0.9877427516371691,3.811915626285062,1.030835790421278,0.8173000966639575,4.243128174142129,5.119254985946354,2.7546107288287893,0.16844374724843675,4.689122468323415
WDR3,1.0,1.0987061312322683,3.1589222239326746,1.0236546070239168,0.5778042568016077,1.3619102780154944,0.4500041484693488,2.813213123266751,0.7750786544159687,2.2055617591015615
LTV1,1.0,0.2655282764177626,3.1379402135901504,1.0058324780928125,0.967340953960076,1.5946194850932836,0.4192688472590222,1.8547103409458534,0.19988117567247965,0.452086387368783
XRCC5,2.0,0.601581787241696,3.8433902818343006,0.9861520041281688,2.528957786479051,3.265504202963728,0.4225541596825702,1.413131507567109,0.31020294509650237,0.7808039120035883
RPF2,1.0,2.921888626266685,4.174392152763445,0.9751450516949822,1.0482885854302035,1.9038550187056555,0.6900293429589316,2.9638503702541468,0.4018882666710326,0.3568751202592783
PAGR1,1.0,2.520758622352421,3.7877324714510623,0.9738754832545496,0.43996179051146345,2.607250301625774,0.7239520067031361,0.3647575949428427,0.8195013767679881,1.802026963185919
ARPC4,4.0,0.8941026522932869,6.610550387319927,0.9390378869061675,2.1740224382926545,3.8646446905912253,6.61062125204749,6.610550387319927,2.3829367222103577,1.4539538187107555
RHEB,2.0,2.2908651356503755,3.907244276402922,0.9093540424266853,1.0403100367152753,3.828741725324224,0.35990632154698093,0.1692253365845144,0.13954819323450254,1.203811615571019
PARP9,1.0,1.0949576892230435,3.3106112167314,0.8990783196791536,1.39092876645023,0.6843444747684689,0.3827060324253292,0.3350573185416733,0.3912386981744118,1.035330059016686
RIOK1,3.0,1.1354534690807458,3.798302524260772,0.8642950298732748,0.7347339521126224,4.425795049213816,0.8871939827331151,6.610550387319927,0.270066153285706,0.5530806619963153
ISG20L2,1.0,0.30675327571703553,3.461639947403549,0.849243560139691,0.7052472780898222,1.2404681296496247,0.9089312684999878,0.5698926800832821,2.349090517104391,1.0737652138506704
DHX36,3.0,1.6949248640544423,5.911580382983908,0.8485382128756687,1.7933629887164642,4.180732521646871,1.5148466500963478,0.47946406686316195,0.3468453960163154,8.15346037813134
SPSB2,1.0,0.576991960018452,4.034210540754856,0.8325349711569119,2.6327745733141694,0.21800062758205835,0.47251188011200773,0.5152447462904405,0.462143141831019,0.644605363096149
ASH2L,3.0,0.5835100483853438,5.21261037864789,0.8183278779317339,0.4749681571710365,2.4871289079606766,1.188686453755464,4.171217693489665,1.652650466268543,8.977085401470806
KRR1,2.0,0.9518339171140455,5.019487597193288,0.8124792791635369,0.8486301497525396,1.9297773665390416,2.2229939001962533,5.434459128264247,0.4237508175538703,1.1179532682401403
POP7,3.0,1.9395959279940662,6.1334291326002655,0.8075161800973367,0.39900533571186364,3.3657142243749516,3.0714146973747316,3.29816444074994,0.6236420701727602,0.5008238355056069
UTP6,3.0,1.575498096459582,3.325221502438578,0.7950393858843977,0.7517814388099252,3.9680263109082827,0.4651492638465865,4.825213582632663,0.8612237842706509,0.7079152394052665
CCDC105,1.0,0.6490952793448505,3.2124403504644894,0.7454760913142998,0.8076834952972628,0.22301567279918902,0.270066153285706,0.9744074311483264,0.21414363525157623,0.06464925151688991
DNAAF3,1.0,0.7253372746352752,3.173277479831008,0.7377862945235831,0.7102995898712909,0.28648425679685235,1.3879582553547305,0.34611244192902246,0.6052332197736794,0.8997795993377881
GAD2,1.0,0.27842878247451935,3.1531249929083036,0.7365059582781176,1.15275441864468,1.0494550384032812,0.274741933640039,0.39025622769701507,0.5616000661952945,0.32918205820545593
VPS13D,2.0,1.4321461295958557,4.614912329744085,0.7259114585772901,1.9208911423985637,1.0459119338346723,0.6403162627636485,4.03884478501946,0.22237746293520097,1.9888591684314354
GMPS,2.0,1.749516977157793,5.496604309677553,0.7118178693863424,0.38027030977786447,0.33192173985152545,1.0442160710830886,0.804460103450682,0.4473317838878068,4.076598876293124
DHODH,1.0,1.6381280826858786,4.4146520889054095,0.7087865997264033,0.5012209367134063,1.5285322592898358,0.8383325875622641,2.373279919335166,0.999045601593542,0.6850383285812441
SETD1A,1.0,1.1384349204943884,3.669545640278002,0.707832569215707,0.7411951607729867,0.8323873272724699,0.6653653305036479,1.611224069551285,2.0211806132671577,0.8922515520140332
RRP9,1.0,0.6134825500553859,4.661165157708903,0.6997089332229183,1.2117043299168169,2.4476603661688023,1.3592701818492858,2.972772745932745,0.29864792073122043,0.9363309070881216
RNF40,1.0,0.43762076749326173,4.0777989175021245,0.6944766667887444,0.5080642961932844,1.7788727782575628,0.6886912539991923,0.6677433758357951,0.9775716288145133,0.055133355408129026
GART,3.0,2.266978720232585,3.635111455482947,0.6901782743197702,1.5804738044242308,0.9023263005509023,4.75935092537932,2.080880049932033,1.2635955290903738,5.523327269389024
EIF3I,4.0,2.8624372671225156,3.2316061193302392,0.6858377282900155,0.6857113390525023,3.7549564260693904,2.8643585836133316,6.1334291326002655,0.7896279659747104,8.242038805980048
PRMT5,3.0,1.3977107638112294,3.5464676238748933,0.6749566525962959,0.9962379791717538,2.90675346889616,4.493346169434449,6.610550387319927,1.305280758904348,0.756665666043201
PCBP2,2.0,2.7532030101242544,6.610550387319927,0.6692819212674118,1.965652341553152,6.610479534153622,2.9931062920520994,1.5523459155120132,1.0782563158378338,0.9322968939781069
RPL19,1.0,2.590996515674294,3.2872998019502093,0.6607672517010388,0.4640985457733164,1.8880657236673184,2.0222443952440305,2.811268328554257,1.328929029345027,0.7240008701589121
MED23,2.0,0.7992295533552095,3.3015601583969683,0.6552541462748125,0.9986124765133586,4.573066035928095,0.6517340888763377,0.060101529307416315,0.3437196817581856,1.8150453051551052
PRAM1,1.0,0.2321830842771485,4.651519896512011,0.6441846448842292,0.3119363030536558,1.7191485743057937,0.3125423866550682,0.36512992644523845,0.4636309713219587,0.278023490330138
DDX51,1.0,0.6613709402543357,4.486702475787081,0.6431331533176142,0.05741657788212281,1.2747255824989854,0.6410947896869529,2.5229511337265262,0.6080069277402871,0.5749753080257479
STT3A,2.0,0.4743811118147015,5.765457408688471,0.6327000003185957,6.610550387319927,3.0010000277816795,0.43284418865427904,1.0054145212888783,0.16434747056624985,0.6377528681314886
UTP20,2.0,0.7167394018618682,3.470993366390466,0.6293204041761414,0.6735822044456111,1.882496700570769,1.3746978404986971,4.606231819841255,0.43760006243317096,1.8559157025468358
ATG101,1.0,2.1645005244043283,3.2968978607007458,0.626132129672932,0.4239006318941533,1.4771907473963295,0.40455889518470406,1.0921910763036686,0.4942668302141077,0.027920793393233174
TBL3,3.0,0.34613944369220045,4.493278550756513,0.5989442742281562,0.5600518339544361,3.530222151808227,1.9894456484596776,3.4537041648785576,1.2585096102287212,2.020813436067135
ACBD7,1.0,1.0766940600547064,3.1510107937488328,0.5969824857777195,0.7482644695621578,0.2412470248991232,0.5566900643242003,0.43249135230120134,1.1424504105965012,1.3920450966037539
NAF1,2.0,0.5925361907831276,5.042349620807316,0.587153211488038,0.4727439852444403,1.4584082765062305,3.5727898756692116,2.226396377367077,0.20853392314280897,0.6203602394128604
SETD3,1.0,0.9333428728804717,6.610550387319927,0.5845592019381819,0.5517266447926503,0.7190121109953532,0.6451427605258818,0.24107297565373476,0.3710596107549693,1.201188923950464
ATXN10,2.0,1.4584104790070502,5.765457408688471,0.569312331023331,5.911580382983908,0.8626458886292672,0.9091073742896371,2.7419616616294444,0.06943299009907125,0.5688016298808923
CIAO1,5.0,0.6094135624311616,5.434459128264247,0.5606673061697374,3.4067028541799886,6.610479534153622,6.61062125204749,5.434459128264247,0.9650909266322517,1.5274388866562303
EXOSC10,2.0,0.4128664438371108,4.232154265261115,0.5468652034431507,0.16914198548675807,1.395525541027759,1.7808872196938317,4.009581221067418,0.3793019131213414,0.7786578153836592
ENO1,2.0,2.2440086953265723,3.6645822207464525,0.5466052063867224,1.0482740245754079,2.999913149788351,4.811268328554257,2.9634509455208478,0.22704785032175237,0.6698308955207267
TWISTNB,1.0,1.071398576755059,3.444119935363195,0.5406527536056628,0.6451427605258818,0.707699615140919,1.1995441266812878,0.5645538136362844,0.6278800180616649,0.6733127659764848
HSPA8,4.0,2.4288362571636566,3.300708736598572,0.5405019673803083,0.25376291838521814,3.8599635890247175,4.920420833029869,0.5548786144324985,3.127476626710473,1.1596114222209564
DDX49,1.0,1.0354887583184165,3.200115200218283,0.5324066917547182,0.1026753709270413,2.2442318262494503,0.12477084186618939,1.335320424817696,0.7635635145836698,1.0713432426080287
SAMM50,4.0,1.5983012901388742,4.057882766661473,0.5224157447227289,3.2585647442320655,4.920276224860081,2.7904849854573692,6.610550387319927,0.3533120656639049,0.4000090352835481
UBA52,1.0,0.7580459608128566,5.434459128264247,0.5194756633305687,0.46342893277237673,0.19644046848460914,2.475707757459388,1.441255439702696,0.7968310771245364,0.1585582086974665
SNX14,1.0,1.9403432510008145,6.610550387319927,0.5023241175489312,0.3590914353183349,0.2929495850642915,0.3863907094298795,0.43343288700650334,0.8617920673318368,0.7326700061087915
PDCL,3.0,0.9683271485483511,6.610550387319927,0.5018273393634561,0.39938644385768585,6.610479534153622,1.9103067912151617,4.098667026341054,0.527799569434398,0.47481391397833755
PRKCQ,1.0,0.39944211353571846,3.408879717762617,0.4952573637283121,0.23642227553335465,1.0874856771263144,0.5981516086044824,0.34732827814249706,0.33314519747665444,0.2506495558483645
PLCB3,1.0,0.4580536475090106,6.610550387319927,0.48696894682372893,0.44929479658113813,0.7908068042804709,0.1739187153403537,0.6260770476154158,0.5456582986449523,2.220686473678704
VARS,2.0,0.6449239852958181,4.724067024178292,0.4850009219213195,0.5489508024208702,2.159887629656769,3.6676221435426744,0.7019332934534921,0.8197880776510587,2.1571923183730797
ICAM1,1.0,0.17820049723924228,6.610550387319927,0.4808811014751739,1.1238225876380694,0.27178424002441426,0.2253443741377531,0.3576047349691087,1.4373384392433897,0.053544346052532034
EIF4E,4.0,0.6857388793121685,3.2076013058085273,0.47568178523907095,0.6670366640604132,5.248759399007232,4.17128211549143,2.146526901119887,0.30331168200188613,10.534255285816895
BRDT,1.0,1.7696716029758353,3.6305429348736302,0.4732989612548747,0.5386215435749214,0.40208552879747167,0.5754777029133672,0.8406433883777733,0.1393745556719559,0.3045073553710283
RBM19,1.0,0.8570159837364287,3.18096303714529,0.4660754951800058,0.3050702981719974,0.4928055145678197,1.984221243610959,1.21103309184027,0.34820850379329027,1.1589500508967272
VANGL1,1.0,0.21711374685652385,3.9700888950875557,0.45429712591990856,0.13721290176465564,0.7825423774614193,0.9180409336995216,1.132214421033604,0.1675613464957779,0.8380248123064222
THOC6,3.0,2.964990562943661,3.4870222606565853,0.45337097972827356,1.7732712431430093,3.4677808588533514,0.757582815582281,5.019487597193288,0.17036178837243765,0.25680056214569363
CSDE1,1.0,0.3245595460213365,6.1334291326002655,0.4460927117722583,0.6725184585977788,2.9093540424266853,1.0900269915716023,0.892823960933961,0.6884156527956965,0.9716786834039425
RGR,1.0,0.3204537123454286,3.2547143612092304,0.444337348335648,0.5771968403526152,0.7207438226614931,2.095392636184552,0.7844946217681816,1.0182040365104545,0.9908546564103297
OSTC,1.0,1.6453866502040349,3.384470776362867,0.4439026311757998,0.9788520642790055,1.6233500584072431,0.3795724302841927,0.7500682433658051,0.5886497074957219,1.0790097658847801
UTP23,1.0,1.6684084509611956,3.343145078730216,0.42580662592367324,0.49705422159532187,2.445571415277945,0.9361039618740056,1.8338067848299326,0.7895209573547521,0.8304943746927608
WDR5,4.0,0.42495272825603697,3.164480644019584,0.4209141204743843,1.1880029685012328,3.154275786721155,1.3062115157321283,5.911580382983908,0.3707229523032133,3.3017582388728886
WDR24,1.0,0.9750786194155484,4.661165157708903,0.41844854210953003,0.6111353674244059,2.080482602939664,2.0847585026938056,0.8776858020311937,0.5916412985234752,2.6899288199546523
TSR2,2.0,0.5665106429906382,3.4099722550270233,0.4174821163959375,0.4773992921695579,1.0379765326292973,1.9393021596463882,4.254527027365572,0.4755519474307245,2.417447916962667
PES1,1.0,1.4530642261894966,3.8953763395646743,0.41345770226977474,0.49464649383981363,0.7255419445049878,1.969926769287482,2.798111499634027,0.6917771807789781,0.6122727170836937
SNX13,1.0,1.0811120797499607,4.811212087362531,0.40341389930972715,1.0042726920997787,1.7081207760853026,1.2564353639840637,0.4926569524000614,1.0284783062484046,0.4577404010486684
CEBPB,1.0,2.66609270666357,3.5353763397705373,0.4029633350223465,1.2947265768664808,1.5315345102939828,0.6481071080960394,1.079840136047097,0.4094925379914168,0.5583467999274694
ELP3,3.0,0.9217154672324905,5.092040741944867,0.40290842012287353,0.47873112440161475,3.632308702035342,1.3430876602185766,5.656315751168226,0.6873149936112407,1.263879921736003
UBE2D3,1.0,1.1149206826804372,5.331800515801338,0.40233771641791805,0.46355519585092136,0.2332006243806052,0.12836869546244642,2.0778352838301575,0.3949213201410845,2.8562041430497276
NAA20,2.0,0.7699899220254025,4.075255647520051,0.39614141607576364,0.8320331866043794,5.911509529817604,0.5253030718831712,3.1066266697539753,0.6794175605264485,1.294601100457805
LHFPL2,1.0,0.6050314961096842,3.39018156541714,0.3820251639576152,0.5937324035899961,0.6983624172731284,1.3832410006368558,0.8328895214033427,1.037824885219652,0.1926869387365059
SLC39A12,1.0,0.1808028776981578,3.3011342388493206,0.38188911826282573,1.3796869305976591,1.2894172664445573,0.6467186604547095,0.6467956800925798,0.4872355814599916,1.8647096772218157
NIFK,1.0,1.1225082849322747,4.214349901929356,0.3502952721444479,0.27092434705293544,0.16652776724976812,2.0300904282459085,2.0379243978593555,0.5650002086498266,0.8038606751779815
NOC4L,2.0,1.4671442842434919,6.610550387319927,0.34849907953135034,0.25434757489351495,2.4759025986365497,1.1478556162924474,4.977076988121062,0.7035980983078564,1.881754496939435
MED24,1.0,1.401068204928982,3.867836403949136,0.346044995172515,0.33338843158097,1.969967295063829,0.28846270771330196,1.5354806461433201,0.28257916327762506,0.32485732304952397
ELP6,2.0,1.1923142976948298,5.179187935365632,0.33922935647230273,1.16118238101767,0.876475019057268,0.5942268986266428,5.496604309677553,0.8074325466634543,2.6666709315050428
RTCB,4.0,2.1769603149175567,5.331800515801338,0.3282164262315157,1.8671641956616278,6.610479534153622,3.1459795323580475,6.610550387319927,0.8258529349029696,2.167601181798361
TRMT5,4.0,1.3959464831908492,6.610550387319927,0.3186140219192225,2.0941339907819514,5.911509529817604,3.268395120289154,6.610550387319927,0.27881614386142056,0.3665781814259478
NAA25,2.0,0.933726926292861,4.957345746832207,0.3177736703058233,1.0734517753643813,4.920276224860081,1.7713943496449083,1.764421056669872,1.8946942372069249,0.878983627938124
DDX54,3.0,1.3047400065977748,6.610550387319927,0.2971388294270707,1.2762652869592264,2.269710419378895,4.011824675812124,3.496945109231981,0.46187889206204913,2.158709451307667
DPH3,5.0,0.9154078546168338,5.911580382983908,0.28551935332869444,2.6398801384191946,5.911509529817604,4.920420833029869,6.610550387319927,0.7797088143348446,7.628167056933153
YEATS4,3.0,0.25979218697999595,3.4949450339903607,0.27476646150596246,0.3119630242088618,4.031848736225888,1.484642850261631,1.3283829040893427,1.049708183348393,3.2289357877100766
AAR2,1.0,0.5319484686020512,3.9925082667046645,0.24871319582815024,0.5436187820146803,1.334297085962561,0.6177487538534158,0.9827579154523544,0.8338364062521658,0.3759101277588842
RIOK2,2.0,1.5983351856607546,4.146660807368872,0.24550641401863765,0.9247816208884645,0.7613518249421953,0.29126475385490036,2.882927663414022,0.4781430478298306,5.168370071901679
ZNHIT3,3.0,0.896087654671269,3.7112813997331924,0.23906511021604088,0.38878667676432915,4.614858652395342,2.595132088310409,3.5153870119850015,1.2297298909740693,0.868193539294886
ITPK1,2.0,1.5585601604544774,6.610550387319927,0.23490542085050709,0.23816985125544746,0.7031593726599761,0.11971245107729524,4.19391503832638,0.0988142198628497,0.37475600712250534
SEMG1,1.0,0.648558640310207,3.4482817006902975,0.22576048742243351,0.2792289791953682,0.7098095160296958,0.3405877597782836,0.9235051949902797,1.1017795951347795,0.6035083707638327
TAF2,3.0,0.833348140586332,5.331800515801338,0.21782847636311478,1.2880747263671208,3.7623054913359435,2.0175207173624226,0.4049559442853848,1.8680286547189433,3.1557071792156286
IPMK,1.0,0.9547486728098813,6.610550387319927,0.21427876442192445,1.3663094040653838,0.8694089480366259,0.40115479964297035,1.1277854366024145,0.2967344223198881,1.7419077822886881
RABIF,1.0,1.6079560986748938,3.2173267580604348,0.20907477628618784,0.44295019095589716,1.5869853876657536,0.9283757014602485,2.1659291618982617,0.7249421538790317,0.48827299164838756
SCLY,1.0,0.5316839196461486,6.1334291326002655,0.15774033338287902,1.357357445624017,0.4650352076053343,0.494619363999606,0.3317072895517791,0.45163515367856266,0.4317551455560186
TRMT112,4.0,0.38152187753689815,5.434459128264247,0.1548151097740942,0.28222135283381355,3.288471145940959,5.765508025761012,3.721246399047171,0.13772547027686494,3.1038262416899616
RBM3,1.0,0.10778560464506286,4.839711586868712,0.1137405841264738,0.7015836199387054,0.3277173752110794,0.23848561431751636,0.26839512028915397,0.15411473961702654,0.3999579873174093
NOL6,2.0,0.404730483124008,4.811212087362531,0.10803347738743081,0.48176251731085246,1.744679242634892,1.3204267571743749,4.486702475787081,0.2205333836525859,2.483979012622587
COPS6,2.0,0.888731343693021,3.811915626285062,0.07749771358764532,0.40590592241988266,3.7549564260693904,2.718126143129877,1.5552683749112493,0.6734798078964599,2.957558814118822
UGCG,1.0,0.8918899778709939,3.411067547676814,0.07386857707214314,0.9028815756553502,0.47434631131318006,1.961340105697504,0.428850405717116,0.2590928098166121,0.41613774718594365
ALDOA,2.0,1.243472025160311,2.9118284601356477,6.6104264018637,1.4098718052794024,1.4410035948278415,3.1733422081241307,0.5459940618962097,0.44594717072468204,0.6812490649320696
B3GALT6,2.0,0.8818450796829957,0.9551076165256402,6.6104264018637,0.6813941359449444,0.3087593252269719,5.765508025761012,0.6129128613389953,0.6103555689205211,0.7797147358038425
B3GAT3,2.0,0.6791113903255565,1.0935141128626402,6.6104264018637,0.7525423041851884,0.2807267333301845,5.765508025761012,1.3869514102748692,0.1864790562942541,0.34809756675987913
B4GALT7,2.0,0.5567809076912064,1.6682286437090725,6.6104264018637,0.6239708182718198,0.36814040036555107,6.61062125204749,1.3837976471270317,0.8148546423243501,0.6008916438157044
CAMLG,2.0,2.9423020696579747,2.5196911691400605,6.6104264018637,3.2947950681208904,0.3139986577668587,1.7206525075892676,0.22871391087853712,0.3953420279521289,0.9759045110912971
COG5,2.0,1.4291221803661227,2.0291837442915517,6.6104264018637,6.610550387319927,0.28413866046698916,1.7299503567328398,0.4989407377822485,0.6953156340256139,0.8654993574374877
COG7,2.0,2.042585763538076,1.6381588845446733,6.6104264018637,6.610550387319927,0.23786933782334976,1.2701632222161114,2.068115164359119,0.6887548791217922,0.5327086223878047
EXT1,2.0,0.39756799139180965,1.6546458768578727,6.6104264018637,0.20330080773211698,0.9495815727548649,6.61062125204749,1.2757405191794504,0.7155241469946791,0.2562262968471467
EXTL3,2.0,0.6542399695102326,0.8074604226852812,6.6104264018637,1.6516951369518393,2.1748206367776577,6.61062125204749,1.1431623985974249,0.6147870929155451,0.24500119276446866
GET4,1.0,0.7700192788880492,1.5300749433186125,6.6104264018637,0.4059722775738549,0.557081454630158,0.7389989766648034,0.9214344406828826,1.6066880852998,0.4533125516835868
GPR89A,3.0,2.9612651203075555,0.40847906680145685,6.6104264018637,2.164030555184257,6.610479534153622,1.4550270847679847,3.7538215954891374,0.3173586128037846,1.4502226040086839
JTB,1.0,0.6460954904954205,0.5111110039950555,6.6104264018637,0.09168658814992045,1.310007820341313,1.8493663462535714,0.9358041641353573,0.6611850625823812,0.4950863356099044
NDST1,2.0,2.4673892402521336,0.5635987951493987,6.6104264018637,0.4749681571710365,1.4605224271948998,5.496672448197219,0.32492773145435105,0.4005645473115313,1.1596040596619703
NHLRC2,1.0,0.5175872135852676,2.8277182385449993,6.6104264018637,0.49969489998943467,0.9351677802614261,0.6210028591891485,1.342447001994192,0.6538035562707903,0.3905993048071932
