,pathogen-count,pathogen-aggr--log10p:flu,pathogen-aggr--log10p:hrv,pathogen-aggr--log10p:rsv,pathogen-aggr--log10p:piv3,pathogen-aggr--log10p:hucovNL63,pathogen-aggr--log10p:hucovOC43,pathogen-aggr--log10p:hucov229E,pathogen-aggr--log10p:sars2,pathogen-aggr--log10p:mers
MON2,1.0,3.1873352999759677,0.3079907638570717,1.4651872892510707,0.2525260435041542,2.658901961375951,1.1246145843969169,0.954325033230895,0.23080736220302303,0.4627972203356951
NDUFS2,1.0,3.6157115167167655,0.4225886325145007,1.435452288244052,1.6559812622540873,2.7295074963613817,0.19865804240333382,2.1110458721276104,1.1663748533863325,0.8291388141731847
MRPL55,1.0,3.245197267773404,0.405574298639335,1.4345772425683014,0.5948586246370503,0.7825687007321432,1.3504607009814642,0.7264663198487022,0.613483199313232,1.2170856920830815
RAB5C,2.0,3.894665750333987,3.686786821821987,1.4288853819844525,0.7346867974457028,0.12619711664486313,0.41278308739498093,1.2710135020972626,0.865472282202662,0.35759647874944106
NELFA,1.0,3.6936101109672435,1.5876402676318688,1.4095705953619508,0.5474316180119011,0.8582054364763427,2.390747185114997,1.6521432951486748,0.522430206021097,2.7900771676111322
ZCRB1,3.0,4.122805964625102,0.3529399363385226,1.3796869305976591,0.1208811729169305,2.9095303197688396,5.911651247711471,6.610550387319927,0.5302663240869421,1.2099167504951587
ANKFY1,1.0,3.8453823611701674,1.029392811104381,1.3586349725845543,0.7213149772743161,0.6526114320709703,0.5925241147087442,0.5110264752734918,0.38870163770357125,1.0302815083236518
MTIF2,1.0,5.0830460215179585,0.14628962328266423,1.3368646850422459,0.11583927138618988,0.7959343075475215,0.44137541718340356,1.3766266431873426,0.8171005324517397,0.525352112599444
GPAA1,2.0,3.369291677030914,1.003602169948054,1.3336130763457892,0.6983190507064237,0.622365965752408,0.36839390824828977,6.610550387319927,1.3477923506517342,0.31027345877802825
SPATA3,1.0,3.1568121945607794,1.184754408083437,1.2910694641933838,0.11224770681794974,1.2449640662322286,0.8829940033640332,0.9843887954964875,0.08650404038287648,1.1405188008883673
RAB11A,1.0,3.4105461448032433,1.6307099105613192,1.2574083974700776,2.312292720375181,0.22460802830338808,1.0695043379687739,0.5135128469340929,0.368150537840182,0.8988726915930417
SLC35A1,2.0,16.81450710061948,0.4386481340897066,1.2420197371660824,6.610550387319927,0.771753673744754,1.1816883119997286,2.0939775902962627,1.600360885035726,0.24380008581556112
ASB6,1.0,3.451299575821264,0.732851747608879,1.2363100112230738,0.14081365064944512,1.428093277460779,0.3252123190867722,0.24053613278728925,1.2245716079518296,0.4915651253588013
EIF3K,2.0,3.3225545861306487,0.3603143387573186,1.2340410194755826,0.844421068523068,3.7586278698415647,0.4410995185128042,1.7647746549881347,1.3487316801833071,2.2499642323976623
CUL3,3.0,3.3264910346426557,0.6148944365573449,1.2206416424210391,0.8398917795890495,0.6035565398875724,1.0402242689748653,1.821857930162256,4.692311460404839,11.723700878731997
PSMB2,1.0,3.118407496949512,0.23861348847417108,1.2144993286340884,0.06468422871097027,1.3660268442103265,0.5717031860171204,0.47150752216946773,1.7172872769647334,1.1312794834570892
TRMT11,1.0,4.293559781831857,2.026844426360597,1.180725937287283,0.2886737126060959,0.516384178878726,0.4600336320032871,0.495882697863571,0.8330373361428327,1.1279746907061832
DDOST,2.0,3.33503415448318,2.0124499199194026,1.1413485294440675,1.363672611634012,2.3750890968151626,0.44834266371372816,0.7530830829850744,0.09457653167316239,4.765027321483261
WDR77,3.0,7.0951621984685955,2.511463384198656,1.1280361419225704,0.20423812682333772,0.46873828450360916,5.092105164583717,5.331800515801338,1.0885174580800243,1.310286845384351
RNF7,1.0,3.5652127601981864,1.4202621209980435,1.118501220385017,0.3451499094386058,0.14083166954741266,0.7799965738430646,2.6896466109550055,2.486795722053012,0.23705034529539964
RABGEF1,1.0,3.4868010556287694,0.47447578912759786,1.1115452966677715,1.3115979773162083,0.7610761540075845,1.8239087409443189,0.825736619004878,0.35715971547950526,0.8792584183177166
FIBP,1.0,3.789575150531141,0.6468919738518495,1.1086075171837575,0.7508995228170776,0.27719338104710173,0.1979792482280241,0.460610217927495,0.7830955014783273,0.9869280864554194
REXO2,1.0,3.507778497210125,0.08897563086281822,1.0867532190124494,0.8454543075790901,0.3033204137331136,0.18707996195497198,0.32619604061544116,0.6563551197474939,0.4380540819782129
ALAD,1.0,4.720358475353073,0.505261171940664,1.0857097443340509,0.7508016426088872,1.8125074810195747,0.1116014476920925,0.7026772857946973,0.43397519518727945,0.13311899824946938
MATR3,1.0,3.678447752668581,1.0855616364999485,1.067455211659359,0.3874810377574633,1.7545366866358043,0.6009149646667755,2.7779862498286407,0.39076854368494274,1.4131620907012385
A1CF,1.0,3.139200232317691,0.3124264523183173,1.059398855817294,0.361810359809163,2.8681568691953054,0.7115719051990014,0.7690659617156353,0.4255867211884417,0.6404305465990097
PIGV,1.0,5.099965422233345,0.6830446930549793,1.0492409540242191,0.5226327147759869,0.9120412105392671,0.35546294222159264,2.675799883214622,1.3902348943072573,0.7799730636495803
ATP6V0A1,1.0,4.924577500634254,1.0672878446805352,1.0408870265757744,0.7903241654289055,1.8314435931362751,0.9156024808588505,1.3289753427275908,0.703334809738469,0.283370572481081
ATG9A,3.0,4.067650029182867,6.610550387319927,1.0384317928317521,0.38090666937325734,4.467474927887789,0.5325102872425352,3.033867657513444,2.527667816434647,0.9603657981019493
CHIC2,1.0,3.4102460145056894,0.6842395093342654,1.0286313632085766,0.4716361562803256,2.0841623971365446,0.6850378836248149,0.3946949538588904,0.5064722444092197,2.6707691595902863
SNRPB2,1.0,4.494120581268323,1.0829200659209213,1.0247474611287546,0.7735805513513974,2.89592279384489,0.5478454142853368,0.9280443896970196,1.4533709797282734,0.2957254554180698
METTL14,1.0,3.566583961672703,0.8208505196388513,1.0208979851974587,0.6343997120919931,0.4946871917780791,2.6801239332608504,0.5651437902596248,0.3107000222449403,0.9252398374827776
NCAPH2,1.0,3.537899267152726,0.3393906226229789,1.0072344674456664,0.2650482339131127,0.37432750148133637,1.3098305102435583,0.8626142356660299,0.4178002309262831,0.19388727184642063
RNF138,1.0,3.478158231979784,0.25080495778032763,1.0031076115032371,0.6286550169179017,1.6888609417110079,0.09746409177280382,0.824894259112984,0.9628126290628867,1.6470462139264959
DPH5,2.0,4.36610812844635,0.3375538392116355,0.9978339382434923,0.6810814464059822,4.5066813917678985,2.1520388704407565,1.5022274772759956,1.3521282346937675,0.4200353233251454
MET,1.0,3.2325737748198726,0.3405687318041349,0.9977907270119852,0.7399047503362893,0.7570612299704194,0.8142029525538006,0.142993346636589,0.9291866402972846,0.47018408719024873
AP1S1,1.0,3.190892661989328,0.7490435606681066,0.9954636821486771,0.6396906556579413,0.3099368876150937,0.38736446428155125,0.1636885461245267,0.738000051348173,1.0271879101880244
EMC4,2.0,4.56835709713538,0.35237256352266094,0.9829666607012196,1.3424183378991017,2.179654018745062,0.33194971943826146,3.1629294888974715,0.7951477630717848,0.554562660924687
ROGDI,1.0,3.4980456495494447,0.4587828190021952,0.9671395840478563,0.19505681033639857,0.9281916081668712,0.5248083980479568,0.47917597764403846,0.25553489822107667,0.9633098915477684
TSNAXIP1,1.0,3.2522024111786365,0.9445834401595112,0.9447746161461804,0.2723692907742387,0.2961929347256714,0.3396753561105395,0.24041524568102257,0.5422694517540017,0.1535662790143764
MMGT1,2.0,4.7812290884648485,0.9605065648740665,0.9439722419136382,1.2013700686170055,3.5972229303896524,0.6033125640075294,2.194859504258902,1.7155467059891472,0.9631872468438027
NO_SITE_133,1.0,3.48995898931801,0.6744227680595821,0.9374556186535352,0.49099920925814167,0.8600894441243174,0.43384545117683787,0.3930707376088485,0.42615407079292306,0.8133399839159532
SUPT20H,3.0,3.7612159758262664,0.8803153081759496,0.9357292470259938,1.8787356947704186,4.129046258542382,0.49138948957058753,6.610550387319927,1.4556218560421879,3.03637641680009
DYRK1A,4.0,6.47254475262571,0.33760108159242186,0.9329663601577378,0.36906388093580855,6.610479534153622,0.14373041194242236,5.911580382983908,2.1038597485579804,6.965814377792746
VAC14,1.0,3.1710553509312502,0.23981131437418385,0.9327431107618503,0.3771334709820064,0.5991685508837747,0.2593215747725451,0.7788727782575628,0.2431585821298115,0.3001502234716112
LRRC59,1.0,3.6649459889638774,0.3565374532968395,0.9314431049276369,1.5506759069012732,0.4360208296204907,0.7910214827237465,0.28907067955580584,0.8228099195103906,0.7459211894482773
TRMU,1.0,3.753467874717365,0.6074085561910464,0.9287072661654256,0.388956804856566,0.371406744148741,0.47118610348230056,0.4021074523433459,0.13914115249282066,0.48381399287314847
TMEM209,1.0,4.387739193089591,0.6562763861573756,0.927603033478238,0.5624238239859097,0.48035573459092457,1.3076202204583298,0.5826445770964213,0.1430839020033558,0.8424017037056591
ATP6V0A4,1.0,4.068930599961188,0.46329008577132674,0.925329811075993,0.5517575873655609,0.24228520066715903,0.19682977733359672,0.6080949931328434,0.3341939470585941,0.36223893273323005
CACNA2D1,1.0,4.810610782438793,0.9799288964661589,0.9172146296835498,1.5665502062384038,0.3881705205016262,0.22145082869385027,0.40226094816041547,0.4189382601973162,0.3713430175308841
FBXW7,2.0,3.4179054362077794,0.7570115878052052,0.9118993653573403,0.5067092856939754,2.804515476966236,0.7277637596499743,1.2224136997400266,1.5005466196866628,7.4010507286504
SLIT2,1.0,4.238180503110786,1.3678566471062843,0.9096713931765777,0.5485820270107385,0.767080088306507,0.35990632154698093,1.4784565895684945,0.9971862207753267,0.5540437466600607
SLC25A26,1.0,3.88374792121261,0.7021519824565033,0.9067184324327546,1.0741054574869462,0.24592700862120304,0.21109663834756745,0.6189029776482011,0.28825180528887023,1.0664554367293235
ZNF670,1.0,3.3140333392526826,1.9125380338281808,0.9061932243848255,0.49149721485500525,0.9901668213914372,2.5519278109349135,1.2473754373732338,0.3667436935335999,0.7134093678971026
ASB10,1.0,3.1165554252209953,0.5426177535696185,0.8957177929055616,0.7030716806895816,0.9104127813271953,0.5244740849607193,0.11741285529581304,0.28418879064964253,0.6582101897793035
ARIH1,1.0,5.271966624504717,0.14831979539952167,0.8895113001633306,0.6412658728019891,2.625820090345362,0.8400720471040154,1.8230988136086528,1.0252304782861124,1.9382858408918888
GSK3B,2.0,4.570239528618244,2.0001563741625237,0.8815038000882122,0.6941544181415462,3.8615394052742977,1.070846841623525,0.25298459870539963,1.554380230894896,0.5623774963909647
MTMR9,3.0,7.237507697427319,3.496945109231981,0.8769000447444257,0.6407338353932516,2.08855473314823,0.30773487868270893,6.610550387319927,0.9885564379779253,0.5726986399322672
ATG13,1.0,3.5239602188810086,0.7992862660359866,0.8739985432123255,0.3732696614200332,2.86973057619463,0.47143035998710847,0.5028076417464963,0.13396681231049598,0.4005888106041413
ANKS1B,1.0,3.2812518978237786,0.32026330080706605,0.8599006751492054,0.23222097887120535,0.8741610360049958,0.1038707812011469,0.36764395376092696,1.1447716827705954,1.032799103761884
CASP9,2.0,5.228564571975238,0.17467126859471152,0.8511506570407795,2.2188911642705333,0.24765955849818916,0.11827876705705281,6.610550387319927,0.8069310839947272,1.0808115108186551
ODC1,1.0,4.842476649429675,0.11270910571234026,0.8299437427491998,1.212957726351698,0.4625839157264645,0.4908109235266329,0.2950691412051221,0.49310279144942926,1.2531739653949086
PAK2,1.0,4.214577879881816,1.7316560860489354,0.821541063547799,0.3500715569112503,0.7864025632526408,0.3724600508010394,0.6647427435654681,0.4640985457733164,0.5947783103443554
CMAS,1.0,11.633570817894867,1.6805816109522722,0.8161325228478348,1.0640244323806574,0.6210935999767383,0.775648254986583,1.8821323734339839,0.25870654953153244,2.626931301603167
AP1M1,2.0,4.7548639888397455,2.527521471076104,0.7965863199035473,0.6218202096190498,1.1528902591627614,0.2752409394003243,5.765457408688471,0.5758046334330994,0.1910696605696891
MARS2,1.0,3.1438523300581616,1.4284425572623813,0.7952019618091449,2.901875661705765,2.335705975391548,1.81025709975843,0.48221048811644485,0.7201506176031766,0.3256826809267256
CLCN5,1.0,8.211145253717387,0.6209302802072536,0.7811495223423218,0.6075492753439675,0.5849932460461724,0.5146051267509877,0.5002716888498274,0.49660430967755337,0.39446882265526223
ARGLU1,1.0,4.562957912982986,0.9245625384143871,0.7712404445643644,1.165598372629747,0.32421249609172065,1.4585705385973777,0.4403087810104147,0.8681568691953054,0.16311810007573627
NCOA7,1.0,3.7380808933754746,0.5192171974385207,0.7662933457136181,0.22001411688148395,2.2270844789352924,1.177021645115485,0.2908403231089666,0.6011575969707298,0.8426859545587034
YTHDF2,1.0,3.4260804885428966,0.7850502393845529,0.7620041072281486,0.1667763671669388,0.9310353340555533,0.8347853600896706,0.3132743789254579,0.45736127268483745,1.072270191441237
PMM2,1.0,4.90404387063143,0.28203008679497693,0.7592012288826688,1.0717988044539715,0.4368869155279622,0.9486545006634611,1.867420152340263,0.9586467979530255,0.41681004490719653
ELAVL1,4.0,4.330509032696439,0.9822990287758832,0.7473411104993807,0.1335236214735024,6.610479534153622,0.19403722756197705,3.4411714751829883,0.15538615794028052,4.695720506458037
RABGGTB,3.0,4.40549830270565,4.651519896512011,0.7456211301051067,0.20112846600936113,5.331735255325439,0.2603011036492812,1.2314950929514201,0.4464324973460147,0.6979715529588598
TMPRSS11F,1.0,3.6670793572054707,0.597497887335781,0.7430178140984293,0.1571973676943991,1.3933392283390533,0.2621159003441694,0.9115095298176038,0.5563302965036021,0.21692912152773122
LRPPRC,1.0,3.429608936651932,0.850442208138421,0.7343097443149345,0.21211464905907543,0.4867291155344844,1.6300053383915718,0.1873874128922414,0.4269890743266136,0.17598585104088788
ALG9,1.0,3.8255458994675635,0.8103974074784189,0.7293910291768217,0.26901596150447527,0.35722891079024643,0.6137686494204747,1.003190727971534,0.781018351215074,2.3639687667987417
TYW5,1.0,3.4087721363810544,0.23640730528182696,0.7222991237112074,0.4402968112045322,0.7811232849472434,0.21561096805533211,0.47006941713977624,0.8345479271680714,0.8023285760715562
MRPS25,1.0,3.5781927927911044,1.3559555071852512,0.7062618822164761,1.8883343040604814,1.7318200016885121,0.8885022511919698,0.31663771713971556,0.7236531037469667,0.1021601927217102
HIF1A,1.0,3.996735561692201,0.9880491339406016,0.688564031710839,0.5746451423344849,0.9896152285016228,0.565048063912247,1.4917262198446428,1.3016471320989258,0.44925007149548696
CMTR1,1.0,7.030987790302594,1.7392133313450238,0.6686131990251768,0.2936321832627768,0.42302552539595606,1.840523043525766,2.599963076485887,1.1684629497988743,1.0938232418653269
DFFB,1.0,6.447616591850778,0.34273374704625115,0.6625607067307688,1.0816288653064212,0.47704743093258306,0.9650107837123154,0.8671322116809157,0.39729989627815254,0.8348456182954742
HNRNPA0,1.0,3.4990629813438687,0.13357678050028832,0.6537057179586545,0.7975116829399065,1.0582401861853046,1.6131444708152758,0.2668589319002158,1.728320994025576,0.2627440795514666
ROR2,1.0,4.248859891347467,0.7147353195188464,0.6528847451585956,1.3483053407723535,0.4200907047518264,0.45091086902387606,0.28899463651445184,0.18040342589290073,0.3805719908038189
MALSU1,1.0,3.811791351806659,0.30173412322210397,0.6499265100483128,1.8929936536184562,0.6935535263377602,0.6846595233727117,0.3604836291116022,0.508694347779058,2.37925037771274
WRAP53,1.0,3.8972798733483205,0.5918618343874649,0.6483196234721048,0.26428934771887685,0.19420020003817934,0.42689621683600903,1.1756788751492286,1.7640929729593076,1.5504023679612107
SRM,1.0,3.812073031106823,0.6213114552518876,0.6453154460452715,0.9701294359960474,0.536465339814869,0.487102243679354,0.226418321221591,0.9732216713404706,1.0649653433754735
FNIP1,1.0,3.7437544444491118,0.814004806135286,0.6410947896869529,0.41230025720571495,0.5279753022997186,0.7909678031634652,0.4011110497266061,1.2221890802740976,0.5067120271531861
MTMR6,1.0,7.656765937014331,0.9541686856522454,0.6408287942832993,0.5704091977766984,1.3482859716490827,1.2200862001497375,0.29345289735964253,0.9542468524058587,1.554880241896175
CASP3,1.0,6.116627019790714,0.41034076967102967,0.6406199121253654,1.6827726508235799,0.37146803179593474,0.22511094130403367,1.3827689356696498,0.8515824533086234,0.3061680573546064
HNRNPA2B1,1.0,6.087770842381916,2.032704811797963,0.6367265633095409,1.5345130493378616,1.1301231867332335,0.4816966782066979,0.5797801222748523,1.1883780821358219,0.4537387461681237
F11R,1.0,3.1277222029871194,1.6418937547935841,0.6306356912187644,1.2446511876855952,1.4488795076422847,0.3428389343531613,1.7656599123848156,0.8568602408954088,0.8377742338955548
C5AR2,1.0,3.509690857622382,0.26952458346599795,0.6255449475900374,1.37323888912829,0.6155569759412218,0.9580943607763509,1.5581007232579616,1.294392836595395,0.29965325106337987
